"","cluster","next.cluster","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","Standard.geo.id","nbr.arrival","NB.last.site.arrival","sorted.num"
"21",15,NA,"3254_057","2017-05-25 7:13","2017-05-26 11:24",-163.71321,-165.28943,-165.28943,64.82774,64.6375,64.6375,11,1.174652778,"Pre-breeding migration","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07",NA,"2016-06-15","2017-06-07","","AHY","Adult",76,13.35,"Male","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.77571139,93,0.14,1000,20,3,2,0.88,250,14,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2017-04-16",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2.5,"2016-08-23","2017-06-01","2016-08-22","2017-06-04","2016-10-29","2017-04-02",NA,"","","","","","Northwestern Region","Breeding",0,0,"2016-08-23",NA,NA,0,"3254-057","2016-10-17 22:21",NA,15
"22",16,12,"4068_014",NA,NA,-149.416795,-149.42917,-149.42917,63.722625,63.72073,63.72073,1,NA,"Pre-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Breeding",0,0,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15",NA,16
"23",12,4,"4068_014","2016-10-12 10:15","2017-04-19 9:57",-62.85226076,-63.09112151,-62.64259928,3.485275365,2.080983104,4.81111078,8,188.9878935,"Non-breeding period","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Nonbreeding",49836.91959,303916.4227,"2016-08-18","2017-06-04",1,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",12
"24",4,3,"4068_014","2017-04-27 10:47","2017-05-01 10:51",-86.91438124,-90.01468481,-83.89916518,37.00481489,32.70511742,41.52763902,9,4.003194444,"Pre-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",543564.3293,982118.6118,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",4
"25",3,1,"4068_014","2017-05-04 11:26","2017-05-12 1:29",-93.20298073,-95.56051624,-90.86290937,38.07209152,35.30144895,41.60393927,10,7.585775463,"Pre-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",411629.2861,701590.014,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",3
"26",1,NA,"4068_014","2017-05-16 11:03","2017-05-20 4:48",-121.1100932,-123.9521798,-117.9373318,57.60193103,56.63043202,58.86118216,11,3.739074074,"Pre-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",358636.9293,248325.9705,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",1
"27",1,16,"4068_014","2017-05-29 11:15","2017-06-01 8:21",-141.7200193,-143.7075205,-139.6648765,61.30968158,61.05908217,61.62540966,12,2.879641204,"Pre-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",216011.4237,63043.28841,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",1
"28",16,NA,"4068_014","2017-06-04 8:59","2017-06-05 10:31",-149.416795,-149.42917,-149.42917,63.722625,63.72073,63.72073,13,1.063321759,"Breeding","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Breeding",0,0,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15",NA,16
"29",19,13,"4105_008",NA,NA,-93.8313,-93.8313,-93.8313,58.71955,58.72798,58.72798,1,NA,"Pre-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10",NA,19
"30",13,10,"4105_008","2016-10-22 22:10","2017-04-24 10:28",-69.25513401,-69.49139686,-68.99763595,0.60883802,-0.311634617,1.386454226,6,183.5124421,"Non-breeding period","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Nonbreeding",54962.11071,189030.3854,"2016-09-09","2017-06-04",1,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",13
"31",10,8,"4105_008","2017-04-25 22:32","2017-05-03 22:49",-68.32558639,-69.40332321,-67.22645308,9.639655054,6.963273776,11.22568019,7,8.011898148,"Pre-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Stopover",238906.0915,474488.9111,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",10
"32",8,5,"4105_008","2017-05-07 10:26","2017-05-12 0:14",-81.2561666,-82.60004136,-79.96081231,28.80884744,26.23522401,34.035108,8,4.5753125,"Pre-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Stopover",257429.6845,868279.1137,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",8
"33",5,4,"4105_008","2017-05-14 0:17","2017-05-21 0:46",-82.01519697,-83.47356917,-80.52563777,36.70404834,35.08842037,38.76472571,9,7.020405093,"Pre-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Stopover",263088.251,409244.438,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",5
"34",4,19,"4105_008","2017-05-22 9:57","2017-05-26 9:58",-84.08894805,-85.97335957,-82.29400954,40.02559454,38.17557984,42.34669831,10,4.000358796,"Pre-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Stopover",313619.1321,464326.7848,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",4
"35",19,NA,"4105_008","2017-06-04 8:55","2017-06-26 8:42",-93.8313,-93.8313,-93.8313,58.71955,58.72798,58.72798,11,21.99069444,"Breeding","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10",NA,19
"36",19,12,"4105_009",NA,NA,-93.8313,-93.82587,-93.82587,58.71955,58.731288,58.731288,1,NA,"Pre-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Breeding",0,0,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14",NA,19
"37",12,9,"4105_009","2016-10-13 22:14","2017-05-03 22:45",-67.01923295,-67.07874295,-66.93900273,3.615313089,3.374476648,3.826201551,7,202.0215935,"Non-breeding period","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Nonbreeding",15524.85281,50285.78616,"2016-08-28","2017-06-01",1,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",12
"38",9,7,"4105_009","2017-05-05 10:04","2017-05-07 23:52",-76.14686606,-76.19836491,-76.10362261,25.15893846,25.10751701,25.20200301,8,2.575338009,"Pre-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",9546.123006,10518.13286,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",9
"39",7,4,"4105_009","2017-05-09 10:17","2017-05-15 0:30",-82.96706137,-84.52130056,-81.23768804,34.19142204,32.07727647,36.97704209,9,5.592306119,"Pre-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",302340.5098,545439.4139,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",7
"40",4,2,"4105_009","2017-05-16 10:31","2017-05-21 0:49",-86.21453284,-88.29598036,-84.17596214,38.72198321,36.54188912,41.31435415,10,4.596256564,"Pre-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",357795.0733,531268.3776,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",4
"41",2,19,"4105_009","2017-05-22 10:29","2017-05-25 1:51",-93.20621807,-95.71026392,-90.78054695,43.33429497,41.24217493,45.84780946,11,2.640615786,"Pre-breeding migration","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Stopover",399099.1156,512696.8901,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14","2016-10-13 22:14",2
"42",19,NA,"4105_009","2017-06-01 9:16","2017-06-28 8:51",-93.8313,-93.82587,-93.82587,58.71955,58.731288,58.731288,13,26.98286346,"Breeding","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27",NA,"2016-06-18","2017-06-27","","ASY","Adult",74.5,12.25,"Male","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646,90.25,0.08,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,TRUE,-93.8313,58.71955,"2017-05-03",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-12","2017-06-23",0,"2016-08-28","2017-06-01","2016-08-28","2017-06-06","2016-10-20","2017-05-02",NA,"","","","","","Central Region","Breeding",0,0,"2016-08-28","2017-06-01",NA,0,"4105-009","2016-10-13 22:14",NA,19
"43",19,10,"4105_016",NA,NA,-93.8313,-93.83599,-93.83599,58.71955,58.71955,58.71955,1,NA,"Pre-breeding migration","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-10","2017-06-10",NA,0,"4105-016","2016-10-22 22:13",NA,19
"44",10,7,"4105_016","2017-04-29 22:33","2017-05-22 22:40",-65.82059432,-66.4520616,-65.23248559,9.058025654,7.637583076,10.28897025,10,23.00478009,"Non-breeding period","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Nonbreeding",134069.4773,295151.0701,"2016-09-10","2017-06-10",3,0,"4105-016","2016-10-22 22:13","2017-04-29 22:33",10
"45",7,19,"4105_016","2017-05-27 10:17","2017-05-30 0:43",-81.84815994,-83.60819874,-80.11266261,33.73676643,31.66914225,36.40607344,11,2.601076389,"Pre-breeding migration","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Stopover",323576.979,527312.7681,"2016-09-10","2017-06-10",NA,0,"4105-016","2016-10-22 22:13","2017-04-29 22:33",7
"46",19,NA,"4105_016","2017-06-23 3:14","2017-06-24 8:30",-93.8313,-93.83599,-93.83599,58.71955,58.71955,58.71955,13,1.219270833,"Breeding","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22",NA,"2016-06-22","2017-06-22","","SY","Adult",71,13,"Male","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.118,1000,20,3,1,0.8,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-05-22",2017,"2017-03-20","No","2016-07-10","2016-08-20","2017-06-15","2017-06-20",2,"2016-09-11","2017-06-10","2016-09-09","2017-06-10","2016-10-31","2017-04-28",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-10","2017-06-10",NA,0,"4105-016","2016-10-22 22:13",NA,19
"47",19,12,"4105_017",NA,NA,-93.8313,-93.84027,-93.84027,58.71955,58.71087,58.71087,1,NA,"Pre-breeding migration","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21",NA,"2016-06-16","2017-06-21","","ASY","Adult",77,12.75,"Male","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-23",2017,"2017-03-20","No","2016-07-05","2016-08-20","2017-06-10","2017-06-20",2,"2016-09-13","2017-05-31","2016-08-19 0:00","2017-06-06 0:00","2016-11-30 0:00","2017-03-22 0:00",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-13","2017-05-31",NA,0,"4105-017","2016-11-15 22:28",NA,19
