0 1
1 7
1 10
1 12
1 13
2 1
2 3
2 5
2 6
2 7
2 9
2 12
3 2
3 4
3 5
3 6
3 8
4 5
4 6
4 9
5 7
5 8
5 9
5 10
6 9
6 10
7 8
7 9
7 10
8 10
9 10
9 11
10 11
12 9
13 8
14 2
14 3
14 4
14 6
14 7
15 4
15 14
16 2
17 4
17 14
17 15
18 2
18 3
18 14
18 16
18 17
19 4
19 14
19 18
20 14
20 15
20 18
20 19
21 7
22 18
23 2
23 3
23 14
24 19
25 2
26 0
27 19
27 20
28 17
29 2
30 2
31 14
31 18
