"","cluster","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","Standard.geo.id","nbr.arrival","NB.first.site.arrival","id","sorted.num","next.cluster"
"28",6,"3254_011","2016-09-15 10:17","2016-09-23 23:06",-74.70388112,-75.98071338,-73.61454072,52.54162626,48.05876205,56.14312018,6,8.534143519,"Post-breeding migration","","2740-82903",NA,"Setophaga","2016-06-12","13:37:00","2017-01-11",NA,"2016-06-12","2017-01-11","","AHY","Adult",79.5,13.16,"Male","striata","harness",64.86398,-163.69373,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"South","Yes","No",91.5191813,92,0.05,1000,20,3,1,0.7,250,14,FALSE,"No","Western",FALSE,FALSE,-163.71321,64.82774,NA,2017,"2017-03-20","No","2016-08-01","2016-08-10",NA,NA,0,"2016-08-14",NA,"2016-08-07 0:00","2016-10-28",NA,NA,NA,"","","","","","Northwestern Region","Stopover",160189.4157,899946.6308,"2016-08-13",NA,NA,0,"3254-011","2016-10-17 22:16","2016-10-17 22:16",1,6,NA
"29",6,"3254_011","2016-09-25 10:37","2016-10-09 22:34",-74.87747526,-75.2978405,-74.56095239,40.34426197,38.38564324,43.88952159,7,14.49835648,"Post-breeding migration","","2740-82903",NA,"Setophaga","2016-06-12","13:37:00","2017-01-11",NA,"2016-06-12","2017-01-11","","AHY","Adult",79.5,13.16,"Male","striata","harness",64.86398,-163.69373,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"South","Yes","No",91.5191813,92,0.05,1000,20,3,1,0.7,250,14,FALSE,"No","Western",FALSE,FALSE,-163.71321,64.82774,NA,2017,"2017-03-20","No","2016-08-01","2016-08-10",NA,NA,0,"2016-08-14",NA,"2016-08-07 0:00","2016-10-28",NA,NA,NA,"","","","","","Northwestern Region","Stopover",62520.50408,612688.9355,"2016-08-13",NA,NA,0,"3254-011","2016-10-17 22:16","2016-10-17 22:16",1,6,14
"30",14,"3254_011","2016-10-11 10:14","2016-10-16 10:16",-69.19068822,-70.05457416,-68.30370954,5.157298911,-1.692640799,9.511716972,8,5.001388889,"Post-breeding migration","","2740-82903",NA,"Setophaga","2016-06-12","13:37:00","2017-01-11",NA,"2016-06-12","2017-01-11","","AHY","Adult",79.5,13.16,"Male","striata","harness",64.86398,-163.69373,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"South","Yes","No",91.5191813,92,0.05,1000,20,3,1,0.7,250,14,FALSE,"No","Western",FALSE,FALSE,-163.71321,64.82774,NA,2017,"2017-03-20","No","2016-08-01","2016-08-10",NA,NA,0,"2016-08-14",NA,"2016-08-07 0:00","2016-10-28",NA,NA,NA,"","","","","","Northwestern Region","Stopover",194116.2561,1247263.402,"2016-08-13",NA,NA,0,"3254-011","2016-10-17 22:16","2016-10-17 22:16",1,14,15
"31",15,"3254_011","2016-10-17 22:16","2017-01-12 10:09",-63.44168925,-64.0138976,-62.93142867,-2.207416972,-4.054789762,-0.839574408,9,86.49501157,"Non-breeding period","","2740-82903",NA,"Setophaga","2016-06-12","13:37:00","2017-01-11",NA,"2016-06-12","2017-01-11","","AHY","Adult",79.5,13.16,"Male","striata","harness",64.86398,-163.69373,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"South","Yes","No",91.5191813,92,0.05,1000,20,3,1,0.7,250,14,FALSE,"No","Western",FALSE,FALSE,-163.71321,64.82774,NA,2017,"2017-03-20","No","2016-08-01","2016-08-10",NA,NA,0,"2016-08-14",NA,"2016-08-07 0:00","2016-10-28",NA,NA,NA,"","","","","","Northwestern Region","Nonbreeding",120410.4694,357916.136,"2016-08-13",NA,1,0,"3254-011","2016-10-17 22:16","2016-10-17 22:16",1,15,16
"32",16,"3254_011",NA,NA,-163.71321,-163.69373,-163.69373,64.82774,64.86398,64.86398,9,NA,"Post-breeding migration","","2740-82903",NA,"Setophaga","2016-06-12","13:37:00","2017-01-11",NA,"2016-06-12","2017-01-11","","AHY","Adult",79.5,13.16,"Male","striata","harness",64.86398,-163.69373,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"South","Yes","No",91.5191813,92,0.05,1000,20,3,1,0.7,250,14,FALSE,"No","Western",FALSE,FALSE,-163.71321,64.82774,NA,2017,"2017-03-20","No","2016-08-01","2016-08-10",NA,NA,0,"2016-08-14",NA,"2016-08-07 0:00","2016-10-28",NA,NA,NA,"","","","","","Northwestern Region","Breeding",0,0,"2016-08-13",NA,NA,0,"3254-011","2016-10-17 22:16",NA,NA,16,NA
"33",16,"3254_057","2016-07-12 10:37","2016-07-13 10:11",-163.71321,-165.28943,-165.28943,64.82774,64.6375,64.6375,1,0.981944444,"Breeding","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07",NA,"2016-06-15","2017-06-07","","AHY","Adult",76,13.35,"Male","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.77571139,93,0.14,1000,20,3,2,0.88,250,14,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2017-04-16",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2.5,"2016-08-23","2017-06-01","2016-08-22","2017-06-04","2016-10-29","2017-04-02",NA,"","","","","","Northwestern Region","Breeding",0,0,"2016-08-23",NA,NA,0,"3254-057","2016-10-17 22:21",NA,NA,16,3
"34",3,"3254_057","2016-09-09 11:49","2016-09-12 0:52",-98.29765339,-99.46841539,-97.43053075,62.7651543,61.74954842,63.64847036,3,2.54375,"Post-breeding migration","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07",NA,"2016-06-15","2017-06-07","","AHY","Adult",76,13.35,"Male","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.77571139,93,0.14,1000,20,3,2,0.88,250,14,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2017-04-16",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2.5,"2016-08-23","2017-06-01","2016-08-22","2017-06-04","2016-10-29","2017-04-02",NA,"","","","","","Northwestern Region","Stopover",103813.9008,211387.0229,"2016-08-23",NA,NA,0,"3254-057","2016-10-17 22:21","2016-10-17 22:21",1,3,4
"35",4,"3254_057","2016-09-14 0:28","2016-09-16 10:59",-85.97368466,-85.98023409,-85.95837593,55.6639152,55.64477951,55.66841878,4,2.438194444,"Post-breeding migration","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07",NA,"2016-06-15","2017-06-07","","AHY","Adult",76,13.35,"Male","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.77571139,93,0.14,1000,20,3,2,0.88,250,14,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2017-04-16",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2.5,"2016-08-23","2017-06-01","2016-08-22","2017-06-04","2016-10-29","2017-04-02",NA,"","","","","","Northwestern Region","Stopover",1372.45947,2631.511988,"2016-08-23",NA,NA,0,"3254-057","2016-10-17 22:21","2016-10-17 22:21",1,4,7
"36",7,"3254_057","2016-09-17 23:58","2016-10-08 11:09",-77.02176952,-77.02444835,-77.01503376,35.29956771,35.18662664,35.39384572,5,20.46626157,"Post-breeding migration","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07",NA,"2016-06-15","2017-06-07","","AHY","Adult",76,13.35,"Male","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.77571139,93,0.14,1000,20,3,2,0.88,250,14,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2017-04-16",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2.5,"2016-08-23","2017-06-01","2016-08-22","2017-06-04","2016-10-29","2017-04-02",NA,"","","","","","Northwestern Region","Stopover",855.3391481,23067.52238,"2016-08-23",NA,NA,0,"3254-057","2016-10-17 22:21","2016-10-17 22:21",1,7,11
"37",11,"3254_057","2016-10-09 22:54","2016-10-16 10:13",-70.2443985,-70.24709371,-70.23285231,11.68500522,11.66028436,11.75026169,6,6.47127665,"Post-breeding migration","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07",NA,"2016-06-15","2017-06-07","","AHY","Adult",76,13.35,"Male","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.77571139,93,0.14,1000,20,3,2,0.88,250,14,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2017-04-16",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2.5,"2016-08-23","2017-06-01","2016-08-22","2017-06-04","2016-10-29","2017-04-02",NA,"","","","","","Northwestern Region","Stopover",1552.490929,10016.23035,"2016-08-23",NA,NA,0,"3254-057","2016-10-17 22:21","2016-10-17 22:21",1,11,15
"38",15,"3254_057","2016-10-17 22:21","2017-04-16 22:37",-63.37411213,-63.4455316,-63.33475494,2.568554195,2.173272331,2.743480512,7,181.0116435,"Non-breeding period","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07",NA,"2016-06-15","2017-06-07","","AHY","Adult",76,13.35,"Male","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.77571139,93,0.14,1000,20,3,2,0.88,250,14,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2017-04-16",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2.5,"2016-08-23","2017-06-01","2016-08-22","2017-06-04","2016-10-29","2017-04-02",NA,"","","","","","Northwestern Region","Nonbreeding",12319.21191,63475.28431,"2016-08-23",NA,1,0,"3254-057","2016-10-17 22:21","2016-10-17 22:21",1,15,16
"39",16,"3254_057",NA,NA,-163.71321,-165.28943,-165.28943,64.82774,64.6375,64.6375,7,NA,"Post-breeding migration","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07",NA,"2016-06-15","2017-06-07","","AHY","Adult",76,13.35,"Male","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.77571139,93,0.14,1000,20,3,2,0.88,250,14,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2017-04-16",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2.5,"2016-08-23","2017-06-01","2016-08-22","2017-06-04","2016-10-29","2017-04-02",NA,"","","","","","Northwestern Region","Breeding",0,0,"2016-08-23",NA,NA,0,"3254-057","2016-10-17 22:21",NA,NA,16,NA
"40",17,"4068_014","2016-07-05 3:50","2016-07-06 8:37",-149.416795,-149.42917,-149.42917,63.722625,63.72073,63.72073,1,1.198958333,"Breeding","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Breeding",0,0,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15",NA,NA,17,1
"41",1,"4068_014","2016-08-19 14:26","2016-08-23 13:56",-141.9218268,-144.8646245,-139.2994781,63.67960597,62.53565525,65.33824796,3,3.979652778,"Post-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",274597.6147,311983.1932,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",1,1,2
"42",2,"4068_014","2016-08-25 12:43","2016-08-27 13:00",-125.4025887,-130.4052946,-120.6495102,61.0126342,57.36261082,64.54438645,4,2.011979167,"Post-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",525811.4716,799471.6058,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",1,2,3
"43",3,"4068_014","2016-09-04 11:15","2016-09-07 11:17",-93.79557474,-97.18341221,-90.73639339,56.21160288,52.11954737,61.38359335,5,3.001400463,"Post-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",398975.3423,1031268.881,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",1,3,4
"44",4,"4068_014","2016-09-09 11:01","2016-09-25 23:33",-81.62913261,-81.63178734,-81.6164278,44.31601054,44.29719254,44.32063365,6,16.52190972,"Post-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",1223.369165,2609.452868,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",1,4,NA
"45",4,"4068_014","2016-09-28 23:22","2016-10-09 11:06",-80.33744495,-80.79409639,-79.86117333,33.63692956,32.52213754,36.56859282,7,10.48934028,"Post-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Stopover",86463.61573,450449.3422,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",1,4,13
"46",13,"4068_014","2016-10-12 10:15","2017-04-19 9:57",-62.85226076,-63.09112151,-62.64259928,3.485275365,2.080983104,4.81111078,8,188.9878935,"Non-breeding period","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Nonbreeding",49836.91959,303916.4227,"2016-08-18","2017-06-04",1,0,"4068-014","2016-10-12 10:15","2016-10-12 10:15",1,13,17
"47",17,"4068_014",NA,NA,-149.416795,-149.42917,-149.42917,63.722625,63.72073,63.72073,8,NA,"Post-breeding migration","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03",NA,"2016-06-05","2017-06-03","",NA,NA,NA,NA,"Male","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2017-04-19",2017,"2017-03-20","No","2016-08-01","2016-08-20",NA,NA,2,"2016-08-18","2017-05-29","2016-08-19","2017-05-28","2016-10-26","2017-04-19",NA,"","","","","","Northwestern Region","Breeding",0,0,"2016-08-18","2017-06-04",NA,0,"4068-014","2016-10-12 10:15",NA,NA,17,NA
"48",20,"4105_008","2016-06-19 3:48","2016-09-09 1:06",-93.8313,-93.8313,-93.8313,58.71955,58.72798,58.72798,1,81.88743056,"Breeding","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Breeding",0,0,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10",NA,NA,20,7
"49",7,"4105_008","2016-09-13 23:48","2016-09-18 10:43",-78.00036733,-79.80590445,-75.96376027,46.08430415,40.76425548,51.18154637,2,4.455428241,"Post-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Stopover",296627.3649,1159647.517,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",1,7,6
"50",6,"4105_008","2016-09-19 23:03","2016-09-25 10:14",-70.09784781,-71.76211016,-68.03247439,45.86157723,41.98833261,51.62455905,3,5.466342593,"Post-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Stopover",289103.4605,1072699.82,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",1,6,NA
"51",6,"4105_008","2016-09-26 22:54","2016-10-07 10:51",-72.51734676,-74.10996693,-70.82932531,44.16826245,41.05536792,50.45401155,4,10.49844907,"Post-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Stopover",261938.9072,1046252.222,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",1,6,7
"52",7,"4105_008","2016-10-08 21:54","2016-10-21 11:28",-79.02102199,-80.41589358,-77.6901037,37.0672704,33.66147011,43.76164371,5,12.56515046,"Post-breeding migration","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25",NA,"2016-06-18","2017-06-25","","AHY","Adult",76,12.75,"Male","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.73995246,90,0.18,1000,20,3,1,0.9,250,14,FALSE,"No","Central",FALSE,FALSE,-93.8313,58.71955,"2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-08","2017-06-22",-2.5,"2016-08-28","2017-06-04","2016-08-28","2017-06-05","2016-11-05","2017-04-28",NA,"","","","","","Central Region","Stopover",242109.9357,1124346.182,"2016-09-09","2017-06-04",NA,0,"4105-008","2016-10-22 22:10","2016-10-22 22:10",1,7,14
