"","X","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.arrival","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","Breeding_region_MC","site_type","NB_count","NB.first.site.arrival","id","IQR.lon.dist","IQR.lat.dist","cluster","next.cluster"
"51",184,"V8296_007","2019-07-09 01:03:06","2019-07-10 01:08:06",-71.08742,-71.0869,-71.0869,47.38323,47.38746,47.38746,1,1.00347222222222,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-23",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"52",185,"V8296_007","2019-08-27 09:46:50","2019-08-29 09:47:06",-70.0426939088753,-71.6899206249758,-68.2002760572739,44.4034915852123,42.4748839144454,46.5719891276658,5,2.00018518518519,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-23",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2020-03-17 22:56:00",1,277510.386915586,456087.666062166,5,NA
"53",186,"V8296_007","2019-08-30 23:37:36","2019-09-12 23:19:51",-71.78798916194,-72.380833217685,-71.2094643802871,42.6493071714169,41.5737236440189,44.3043066710378,6,12.9876736111111,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-23",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2020-03-17 22:56:00",1,95907.4919982189,303967.112136499,5,14
"54",187,"V8296_007","2019-10-03 04:00:00","2019-10-06 04:00:00",-71.9362230322614,-72.4443942798439,-71.2310022539844,18.747636,NA,NA,7,3,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-23",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2020-03-17 22:56:00",1,127907.357469248,NA,14,13
"55",188,"V8296_007","2019-10-07 04:00:00","2020-03-16 10:22:51",-67.6461456005247,-67.6478112916315,-67.6435167683346,6.49659726077772,6.45751263940855,6.5193435126501,8,161.265868055556,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-23",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2020-03-17 22:56:00",1,474.994294469006,6882.98132455348,13,9
"56",189,"V8296_007","2020-03-17 22:56:00","2020-04-23 22:51:51",-67.2288923724427,-67.5223121247567,-66.9451475489556,9.39605734669678,7.43714052201457,10.4475782689727,9,36.9971180555556,"Non-breeding period","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-23",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,"Eastern Region","Nonbreeding",1,"2020-03-17 22:56:00",1,63387.6473388888,335120.397056232,9,26
"57",190,"V8296_007",NA,NA,-71.08742,-71.0869,-71.0869,47.38323,47.38746,47.38746,9,NA,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-23",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"58",191,"V8296_008","2019-06-22 01:01:17","2019-07-31 09:04:03",-71.08742,-71.08481,-71.08481,47.38323,47.3895,47.3895,1,39.3352546296296,"Post-breeding migration","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?",NA,"2019-06-21","","","",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,2,0.86,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-11",2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"59",192,"V8296_008","2019-08-06 00:17:29","2019-08-14 09:32:17",-72.1615448164582,-72.9345293364755,-71.3890317910864,45.1444758962818,44.2413534533735,46.1359914449121,2,8.38527777777778,"Post-breeding migration","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?",NA,"2019-06-21","","","",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,2,0.86,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-11",2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-07 10:30:17",1,121344.484743463,210910.136455666,5,14
"60",193,"V8296_008","2019-09-22 10:20:02","2019-10-05 23:02:17",-72.2623312595996,-72.272844750695,-72.2427222542889,19.397695698805,18.3366610792084,19.7458157510354,5,13.5293402777778,"Post-breeding migration","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?",NA,"2019-06-21","","","",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,2,0.86,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-11",2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-07 10:30:17",1,3162.87877607703,156866.380516745,14,15
"61",194,"V8296_008","2019-10-07 10:30:17","2019-11-20 22:39:02",-72.0639624184271,-72.3656854783088,-71.7515519199525,0.224421400636197,-1.06682407042693,1.39888669108009,6,44.5060763888889,"Non-breeding period","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?",NA,"2019-06-21","","","",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,2,0.86,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-11",2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"Eastern Region","Nonbreeding",1,"2019-10-07 10:30:17",1,68364.5105611887,274481.666414456,15,26
"62",195,"V8296_008",NA,NA,-71.08742,-71.08481,-71.08481,47.38323,47.3895,47.3895,6,NA,"Post-breeding migration","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?",NA,"2019-06-21","","","",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,2,0.86,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-07","2020-04-11",2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"63",196,"V8296_015","2019-06-19 01:04:41","2019-08-01 09:07:56",-71.08742,-71.09479,-71.09479,47.38323,47.38323,47.38323,1,43.3355902777778,"Post-breeding migration","","2920-25306",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",71,11.6,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,53.31282753,"South","Yes","Yes",92.66070786,94.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-18",NA,2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"64",197,"V8296_015","2019-08-17 09:41:46","2019-08-26 23:56:11",-72.1277136436009,-73.000936924904,-71.3126814890022,45.2183188883473,43.8449559969781,46.7762563343943,3,9.59334490740741,"Post-breeding migration","","2920-25306",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",71,11.6,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,53.31282753,"South","Yes","Yes",92.66070786,94.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-18",NA,2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-18 10:27:53",1,132380.892323323,326310.860923315,5,14
"65",198,"V8296_015","2019-09-21 10:02:01","2019-10-06 22:45:31",-69.6054171184107,-69.6124060246509,-69.5929379532007,18.4577673741618,18.4390799367314,18.5349637489602,5,15.5302083333333,"Post-breeding migration","","2920-25306",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",71,11.6,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,53.31282753,"South","Yes","Yes",92.66070786,94.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-18",NA,2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-18 10:27:53",1,2055.69038668653,10673.7371526206,14,13
"66",199,"V8296_015","2019-10-08 10:19:11","2019-10-16 10:07:53",-69.4075352873375,-70.2428361877509,-68.6372213600318,5.87324189332877,0.687152524342085,10.6138832276829,6,7.99215277777778,"Post-breeding migration","","2920-25306",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",71,11.6,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,53.31282753,"South","Yes","Yes",92.66070786,94.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-18",NA,2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-18 10:27:53",1,177797.926636892,1105038.60713785,13,15
"67",200,"V8296_015","2019-10-18 10:27:53","2020-03-12 10:54:01",-73.9815143701837,-74.209110098429,-73.7597040213801,1.15169519660427,0.426919778555044,1.83201789853083,7,146.018148148148,"Non-breeding period","","2920-25306",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",71,11.6,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,53.31282753,"South","Yes","Yes",92.66070786,94.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-18",NA,2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Nonbreeding",1,"2019-10-18 10:27:53",1,50017.5492303764,156414.80723029,15,26
"68",201,"V8296_015",NA,NA,-71.08742,-71.09479,-71.09479,47.38323,47.38323,47.38323,7,NA,"Post-breeding migration","","2920-25306",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",71,11.6,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,53.31282753,"South","Yes","Yes",92.66070786,94.25,0.15,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-18",NA,2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"69",202,"V8296_017","2019-07-12 00:45:20","2019-08-08 09:26:06",-71.08742,-71.08777,-71.08777,47.38323,47.38355,47.38355,1,27.3616435185185,"Post-breeding migration","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27",NA,"2019-07-11","","","",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,59.49442113,"Both","Yes","Yes",92.5417576,93.25,0.1,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-25","2020-05-03",2020,"2020-03-19","No","2019-07-17","2019-09-29",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"70",203,"V8296_017","2019-08-28 09:51:56","2019-09-05 23:29:12",-70.2495531483046,-70.9112996910266,-69.6355881849434,44.989129391204,43.8720983568372,46.6714836033043,3,8.5675462962963,"Post-breeding migration","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27",NA,"2019-07-11","","","",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,59.49442113,"Both","Yes","Yes",92.5417576,93.25,0.1,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-25","2020-05-03",2020,"2020-03-19","No","2019-07-17","2019-09-29",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-12 04:00:00",1,100435.346951354,311626.140170919,5,NA
"71",204,"V8296_017","2019-09-15 10:05:00","2019-09-24 10:24:30",-70.0657277811908,-70.432849436444,-69.9503528812217,41.6949667334451,41.628762381189,41.8156415334073,5,9.01354166666667,"Post-breeding migration","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27",NA,"2019-07-11","","","",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,59.49442113,"Both","Yes","Yes",92.5417576,93.25,0.1,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-25","2020-05-03",2020,"2020-03-19","No","2019-07-17","2019-09-29",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-12 04:00:00",1,40105.9718467483,20803.2920648256,5,14
"72",205,"V8296_017","2019-10-07 04:00:00","2019-10-11 04:00:00",-72.4775726248532,-73.5143520421762,-71.5772669242143,19.01,NA,NA,6,4,"Post-breeding migration","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27",NA,"2019-07-11","","","",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,59.49442113,"Both","Yes","Yes",92.5417576,93.25,0.1,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-25","2020-05-03",2020,"2020-03-19","No","2019-07-17","2019-09-29",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-12 04:00:00",1,203873.922747255,NA,14,13
"73",206,"V8296_017","2019-10-12 04:00:00","2020-03-29 10:31:50",-71.2984116623193,-71.3699885217609,-71.2558077484109,6.49353516286714,5.9930760060434,6.91555914968973,7,169.272106481481,"Non-breeding period","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27",NA,"2019-07-11","","","",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,59.49442113,"Both","Yes","Yes",92.5417576,93.25,0.1,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-25","2020-05-03",2020,"2020-03-19","No","2019-07-17","2019-09-29",NA,NA,0,"Eastern Region","Nonbreeding",1,"2019-10-12 04:00:00",1,12629.0025714647,102690.353816088,13,26
"74",207,"V8296_017",NA,NA,-71.08742,-71.08777,-71.08777,47.38323,47.38355,47.38355,7,NA,"Post-breeding migration","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27",NA,"2019-07-11","","","",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,59.49442113,"Both","Yes","Yes",92.5417576,93.25,0.1,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-25","2020-05-03",2020,"2020-03-19","No","2019-07-17","2019-09-29",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"75",208,"V8296_025","2019-06-18 00:59:07","2019-06-19 01:07:52",-71.08742,-71.09769,-71.09769,47.38323,47.37864,47.37864,1,1.00607638888889,"Post-breeding migration","","2920-25302",NA,"Setophaga","2019-06-17","5:45","?",NA,"2019-06-17","","","",72,12.3,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,-52.78726481,"South","Yes","Yes",93.27554082,93.5,0.065,1000,20,3,2,0.55,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07 10:32",NA,2020,"2020-03-19","No","2019-06-20","2019-08-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,14
"76",209,"V8296_025","2019-10-06 04:00:00","2019-10-16 04:00:00",-72.5000375406609,-74.738631786375,-71.6171999020308,18.747636,NA,NA,3,10,"Post-breeding migration","","2920-25302",NA,"Setophaga","2019-06-17","5:45","?",NA,"2019-06-17","","","",72,12.3,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,-52.78726481,"South","Yes","Yes",93.27554082,93.5,0.065,1000,20,3,2,0.55,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07 10:32",NA,2020,"2020-03-19","No","2019-06-20","2019-08-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-17 04:00:00",1,329036.094233122,NA,14,15
"77",210,"V8296_025","2019-10-17 04:00:00","2019-11-29 10:29:03",-72.0155945477635,-72.3659627940742,-71.6906410145754,3.74133639742428,2.09572400106461,5.16397370119166,4,43.2701736111111,"Non-breeding period","","2920-25302",NA,"Setophaga","2019-06-17","5:45","?",NA,"2019-06-17","","","",72,12.3,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,-52.78726481,"South","Yes","Yes",93.27554082,93.5,0.065,1000,20,3,2,0.55,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07 10:32",NA,2020,"2020-03-19","No","2019-06-20","2019-08-10",NA,NA,0,"Eastern Region","Nonbreeding",1,"2019-10-17 04:00:00",1,75016.2587597358,341555.994244758,15,26
"78",211,"V8296_025",NA,NA,-71.08742,-71.09769,-71.09769,47.38323,47.37864,47.37864,4,NA,"Post-breeding migration","","2920-25302",NA,"Setophaga","2019-06-17","5:45","?",NA,"2019-06-17","","","",72,12.3,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,-52.78726481,"South","Yes","Yes",93.27554082,93.5,0.065,1000,20,3,2,0.55,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-10-07 10:32",NA,2020,"2020-03-19","No","2019-06-20","2019-08-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"79",212,"V8296_026","2019-07-09 23:50:34","2019-07-11 00:58:33",-71.08742,-71.08306,-71.08306,47.38323,47.3811,47.3811,1,1.04721064814815,"Post-breeding migration","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?",NA,"2019-07-10","","","",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-02","2020-05-07",2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"80",213,"V8296_026","2019-08-17 23:54:14","2019-08-20 00:00:30",-71.9597075631708,-73.5850486184824,-70.3331172269239,44.7139459643449,42.4276381455515,47.4868487751226,3,2.00435185185185,"Post-breeding migration","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?",NA,"2019-07-10","","","",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-02","2020-05-07",2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-02 10:21:22",1,257232.708231169,563188.751099774,5,NA
"81",214,"V8296_026","2019-09-03 10:02:51","2019-09-07 23:17:37",-71.740648887763,-72.7127114994698,-70.7367745525881,43.9007004758198,41.7731237585347,47.1043635622696,5,4.5519212962963,"Post-breeding migration","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?",NA,"2019-07-10","","","",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-02","2020-05-07",2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-02 10:21:22",1,158486.993670083,593470.900248602,5,NA
"82",215,"V8296_026","2019-09-15 10:04:57","2019-09-19 10:18:07",-71.5228124616151,-72.4615491273798,-70.7095372861416,50.678354891224,47.3807193060165,54.1826564831086,7,4.00914351851852,"Post-breeding migration","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?",NA,"2019-07-10","","","",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-02","2020-05-07",2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-02 10:21:22",1,123584.339098197,757188.182961728,5,14
"83",216,"V8296_026","2019-09-22 10:23:07","2019-09-30 22:56:28",-72.1645449902854,-72.1848401061036,-72.1304422975494,19.7919710204436,18.8159352817291,20.1987577524623,8,8.52315972222222,"Post-breeding migration","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?",NA,"2019-07-10","","","",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-02","2020-05-07",2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-02 10:21:22",1,5697.82506014943,153935.093299511,14,15
