"","X","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.arrival","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","Breeding_region_MC","site_type","NB_count","NB.first.site.arrival","id","IQR.lon.dist","IQR.lat.dist","cluster","next.cluster"
"21",113,"D","2013-11-02 10:30:27","2013-11-05 21:43:26",-66.8103390667066,-67.1584179738674,-65.9202565271538,18.2413335685044,18.0124398835805,18.4635708928857,6,3.46734953703704,"Post-breeding migration","","2740-02250",NA,"Setophaga","2013-08-25","1:45:00","2014-04-15",NA,"2013-08-25","2014-04-15","2013-07-01","hatch year",72,12.1,"Female","striata","harness",43.408825,-66.014189,NA,NA,"captured and released on Seal Island, NS, Canada","removal","none","Nova Scotia, Canada","Breeding","Migrate Technology Ltd Intigeo-W50 (0.45 g including harness) geolocators","Seal Island","Migrate Technology Ltd","0.45","Intigeo-W50","tag-retrieval","F579","Deluca et al. 2015","Yes ",300,NA,4.476205333,"South","Yes","Yes",91.86402267,91,0.185,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-65.8820445,43.4367935,"2013-11-10","2014-04-15",2014,"2014-03-20","No","2013-09-01","2013-10-17",NA,NA,0,"Eastern Region","Stopover",NA,"2013-11-10 10:41:35",1,130904.734576256,50219.6742369083,17,9
"22",114,"D","2013-11-10 10:41:35","2014-04-15 10:32:06",-72.3363418915508,-72.7375886953944,-71.9787770837488,11.2599098880884,10.1992911250312,11.8478446373495,7,155.993414351852,"Non-breeding period","","2740-02250",NA,"Setophaga","2013-08-25","1:45:00","2014-04-15",NA,"2013-08-25","2014-04-15","2013-07-01","hatch year",72,12.1,"Female","striata","harness",43.408825,-66.014189,NA,NA,"captured and released on Seal Island, NS, Canada","removal","none","Nova Scotia, Canada","Breeding","Migrate Technology Ltd Intigeo-W50 (0.45 g including harness) geolocators","Seal Island","Migrate Technology Ltd","0.45","Intigeo-W50","tag-retrieval","F579","Deluca et al. 2015","Yes ",300,NA,4.476205333,"South","Yes","Yes",91.86402267,91,0.185,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-65.8820445,43.4367935,"2013-11-10","2014-04-15",2014,"2014-03-20","No","2013-09-01","2013-10-17",NA,NA,0,"Eastern Region","Nonbreeding",1,"2013-11-10 10:41:35",1,82844.5702180422,183516.137536744,9,25
"23",115,"D",NA,NA,-65.8820445,-66.014189,-66.014189,43.4367935,43.408825,43.408825,7,NA,"Post-breeding migration","","2740-02250",NA,"Setophaga","2013-08-25","1:45:00","2014-04-15",NA,"2013-08-25","2014-04-15","2013-07-01","hatch year",72,12.1,"Female","striata","harness",43.408825,-66.014189,NA,NA,"captured and released on Seal Island, NS, Canada","removal","none","Nova Scotia, Canada","Breeding","Migrate Technology Ltd Intigeo-W50 (0.45 g including harness) geolocators","Seal Island","Migrate Technology Ltd","0.45","Intigeo-W50","tag-retrieval","F579","Deluca et al. 2015","Yes ",300,NA,4.476205333,"South","Yes","Yes",91.86402267,91,0.185,1000,20,3,2,0.9,250,14,FALSE,"No","Eastern",FALSE,FALSE,-65.8820445,43.4367935,"2013-11-10","2014-04-15",2014,"2014-03-20","No","2013-09-01","2013-10-17",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,25,NA
"24",116,"E","2013-06-19 00:56:15","2013-08-20 00:00:45",-72.815699,-72.815699,-72.815699,44.528354,44.528359,44.528359,1,61.9614583333333,"Post-breeding migration","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,21,5
"25",117,"E","2013-08-30 23:35:15","2013-09-02 23:36:45",-73.5394089452344,-75.0912440882561,-71.4763660464932,41.6527648030841,39.6047152556745,44.532585536852,3,3.00104166666667,"Post-breeding migration","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Stopover",NA,"2013-12-19 10:42:05",1,300650.52492642,548568.010395987,5,NA
"26",118,"E","2013-09-04 10:12:21","2013-09-08 10:15:15",-72.2852589022797,-73.9476810112532,-70.661044896743,41.8554786001451,40.7983029014131,44.1918960075857,4,4.00201388888889,"Post-breeding migration","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Stopover",NA,"2013-12-19 10:42:05",1,272491.920364322,377773.056538691,5,NA
"27",119,"E","2013-09-21 22:34:45","2013-10-02 10:57:49",-74.1200533785837,-75.45510303353,-72.3159416206094,41.148872435628,38.6544780882492,43.7688835862046,5,10.5160185185185,"Post-breeding migration","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Stopover",NA,"2013-12-19 10:42:05",1,263122.318610372,569333.015742723,5,3
"28",120,"E","2013-10-05 11:08:30","2013-11-03 11:33:15",-76.2537449313385,-76.9103979546281,-75.6173802014259,50.6124193662134,49.5748953384048,50.9144058983225,6,29.0171875,"Post-breeding migration","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Stopover",NA,"2013-12-19 10:42:05",1,91336.6209449308,149113.633442255,3,14
"29",121,"E","2013-11-04 22:09:16.5","2013-11-08 22:11:09",-72.2621568895975,-72.3094403556649,-72.2142372959101,21.7635696799289,21.7131437009059,21.8100174141461,7,4.00130208333333,"Post-breeding migration","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Stopover",NA,"2013-12-19 10:42:05",1,9842.55237708864,10783.9324291485,14,9
"30",122,"E","2013-11-10 11:01:49","2013-12-17 22:23:36",-71.7691601957456,-72.1353604056087,-71.470215092462,12.0081987004406,11.0991715427088,12.3463427755136,8,37.4734606481481,"Post-breeding migration","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Stopover",NA,"2013-12-19 10:42:05",1,72423.3852158226,138834.466567845,9,NA
"31",123,"E","2013-12-19 10:42:05","2014-01-18 22:43:42",-70.9640569441699,-71.3820454467478,-70.5876755943959,9.89323178800164,8.61570735965251,10.7750395828872,9,30.5011226851852,"Non-breeding period","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Nonbreeding",1,"2013-12-19 10:42:05",1,87113.8570866479,240375.763543988,9,21
"32",124,"E",NA,NA,-72.815699,-72.815699,-72.815699,44.528354,44.528359,44.528359,9,NA,"Post-breeding migration","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators","","Biotrack","0.6","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,2,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-12-19 10:42","2014-04-24 10:40",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,21,NA
"33",166,"V8296_004","2019-07-11 00:54:46","2019-08-16 09:26:46",-71.08742,-71.08315,-71.08315,47.38323,47.38248,47.38248,1,36.3555555555556,"Post-breeding migration","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-04 10:16","2020-04-18 10:45",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"34",167,"V8296_004","2019-09-06 09:53:16","2019-09-19 22:54:16",-69.2938083567986,-69.7735584498675,-68.7748924257008,49.5677545801297,48.4555262287463,50.9974690514974,5,13.5423611111111,"Post-breeding migration","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-04 10:16","2020-04-18 10:45",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-04 10:16:46",1,72099.2391976358,282967.780654274,5,7
"35",168,"V8296_004","2019-09-21 09:56:01","2019-09-28 22:27:26",-67.4862727392398,-68.0355335998922,-66.9067878568555,51.1584838062438,47.8430686171562,54.4713893927136,6,7.52181712962963,"Post-breeding migration","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-04 10:16","2020-04-18 10:45",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-04 10:16:46",1,78803.8090372631,737861.293549519,7,14
"36",169,"V8296_004","2019-09-30 10:08:31","2019-10-02 22:48:46",-71.5593069812728,-71.7524100392276,-71.4702276370702,17.8331963460271,17.7115100486548,18.1008010085106,7,2.52795138888889,"Post-breeding migration","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-04 10:16","2020-04-18 10:45",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-04 10:16:46",1,29903.0991170897,43335.6714215782,14,13
"37",170,"V8296_004","2019-10-04 10:16:46","2020-02-15 22:58:16",-67.9109740155303,-68.0819882875701,-67.7311927935528,5.16639120167079,4.59410466616031,5.70179745070309,8,134.528819444444,"Non-breeding period","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-04 10:16","2020-04-18 10:45",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Nonbreeding",1,"2019-10-04 10:16:46",1,38891.7288628013,123307.796730686,13,26
"38",171,"V8296_004",NA,NA,-71.08742,-71.08315,-71.08315,47.38323,47.38248,47.38248,8,NA,"Post-breeding migration","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,2,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-04 10:16","2020-04-18 10:45",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"39",172,"V8296_005","2019-06-19 01:18:52","2019-08-24 09:41:28",-71.08742,-71.09479,-71.09479,47.38323,47.38323,47.38323,1,66.3490277777778,"Post-breeding migration","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.08,1000,20,3,2,0.86,250,14,FALSE,"Yes","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-30","2020-04-21",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"40",173,"V8296_005","2019-09-01 09:46:32","2019-09-05 23:31:00",-71.1458634944929,-71.9551585785935,-70.2938822037704,45.0184542523249,43.322380591257,47.0896818174664,2,4.5725462962963,"Post-breeding migration","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.08,1000,20,3,2,0.86,250,14,FALSE,"Yes","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-30","2020-04-21",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-09 04:00:00",1,130722.566139642,419374.054166507,5,7
"41",174,"V8296_005","2019-09-07 10:02:02","2019-09-29 09:51:47",-64.5438088540473,-64.5509637882379,-64.5257138438059,46.769606301287,46.7566837429987,46.7725192767962,3,21.9928819444444,"Post-breeding migration","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.08,1000,20,3,2,0.86,250,14,FALSE,"Yes","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-30","2020-04-21",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-09 04:00:00",1,1925.21915624978,1762.80355877499,7,14
"42",175,"V8296_005","2019-10-01 04:00:00","2019-10-08 04:00:00",-69.1581678885858,-70.7883154328273,-67.2429266398829,18.894488,NA,NA,4,7,"Post-breeding migration","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.08,1000,20,3,2,0.86,250,14,FALSE,"Yes","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-30","2020-04-21",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-09 04:00:00",1,373398.384195841,NA,14,15
"43",176,"V8296_005","2019-10-09 04:00:00","2020-03-14 10:52:02",-70.8730578278812,-70.9579748988195,-70.8070442176275,0.77348508142151,0.128778284542854,1.62356611346672,5,157.286134259259,"Non-breeding period","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.08,1000,20,3,2,0.86,250,14,FALSE,"Yes","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-30","2020-04-21",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"Eastern Region","Nonbreeding",1,"2019-10-09 04:00:00",1,16799.9955900667,166399.019959788,15,26
"44",177,"V8296_005",NA,NA,-71.08742,-71.09479,-71.09479,47.38323,47.38323,47.38323,5,NA,"Post-breeding migration","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.08,1000,20,3,2,0.86,250,14,FALSE,"Yes","Eastern",TRUE,FALSE,-71.08742,47.38323,"2019-09-30","2020-04-21",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
"45",178,"V8296_006","2019-07-09 00:45:39","2019-08-14 09:28:02",-71.08742,-71.08172,-71.08172,47.38323,47.38599,47.38599,1,36.3627662037037,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,2,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-13","2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,5
"46",179,"V8296_006","2019-08-28 09:42:04","2019-08-31 09:53:55",-69.7903722683946,-71.2891662072428,-68.0038935108353,44.7687798663106,43.7358628301832,47.0762108307035,3,3.00822916666667,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,2,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-13","2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-13 22:37:27",1,259623.314422611,371845.838490247,5,NA
"47",180,"V8296_006","2019-09-21 23:07:06","2019-09-24 10:32:12",-73.5604379138017,-74.878747515785,-72.2170107729149,49.4792789109851,43.3365039193963,54.013903920861,6,2.47576388888889,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,2,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-13","2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-13 22:37:27",1,192504.988059104,1188602.73115914,5,3
"48",181,"V8296_006","2019-09-29 23:16:57","2019-10-11 22:59:16",-79.1883404826838,-79.3632695769719,-79.0491581703666,33.6585672337843,33.1487462609971,34.8000484476452,7,11.9877199074074,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,2,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-13","2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Stopover",NA,"2019-10-13 22:37:27",1,29104.719234475,183822.118563483,3,9
"49",182,"V8296_006","2019-10-13 22:37:27","2019-11-18 10:25:47",-69.9907828657405,-70.1368559668969,-69.8121314997158,11.7512172364969,11.631350362365,11.9996836094007,8,35.4918981481481,"Non-breeding period","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,2,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-13","2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Nonbreeding",1,"2019-10-13 22:37:27",1,35390.5363111032,41002.6695022535,9,26
"50",183,"V8296_006",NA,NA,-71.08742,-71.08172,-71.08172,47.38323,47.38599,47.38599,8,NA,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,2,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08742,47.38323,"2019-10-13","2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"Eastern Region","Breeding",NA,NA,NA,NA,NA,26,NA
