"","cluster","next.cluster","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.arrival","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","Standard.geo.id","NB.last.site.arrival","sorted.num","geometry"
"11",11,8,"A","2014-04-09 23:00:28.933797","2014-05-06 22:56:06.120861",-70.2104965936844,-70.5839350742945,-69.7867034098704,6.99906730627594,5.91778015313036,8.52796792904124,11,26.9969581836048,"Non-breeding period","","2110-80395",NA,"Setophaga","2013-06-13","0:30:00","2014-06-04",NA,"2013-06-13","2014-06-04","2012-07-01","AHY","Adult",NA,11.2,"Male ","striata","harness",44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)",NA,"Biotrack","0.5","MK-6","tag-retrieval",NA,"Deluca et al. 2015","Yes ",120,NA,-4.01048079570135,"Both","Yes","Yes",93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",TRUE,TRUE,-72.815699,44.528354,"2013-10-18","2014-05-06",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-30","2014-06-05",0,"2013-09-13","2014-05-26","2016-10-23",NA,"2016-09-02",NA,NA,"2013-10-13","2013-10-15","2013-10-17","2013-10-18","good","Eastern Region","Nonbreeding",88086.0785947723,290564.774089226,"2013-09-13","2014-05-26",3,0,"A","2014-04-09 23:00:28.933797",11,c(419757.887600541, 774521.438161423)
"12",11,5,"B","2013-10-24 04:00:00","2014-04-19 10:26:30",-71.4820676696267,-71.6462290720232,-71.3175852953029,7.12985253822285,6.37593178457263,7.81430511973526,7,177.268402777778,"Non-breeding period","","2490-89933",NA,"Setophaga","2013-06-18","4:45:00","2014-06-17",NA,"2013-06-18","2014-06-17","2012-07-01","AHY","Adult",NA,12.8,"Female ","striata","harness",44.528354,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)",NA,"Biotrack","0.5","MK-6","tag-retrieval",NA,"Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No",92.52512211,92.5,0.16,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",TRUE,FALSE,-72.815699,44.528354,"2013-10-24","2014-04-19",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,"2013-09-03",NA,"","","","",NA,"2013-09-01","2013-11-01","2013-10-23","2013-10-24","good","Eastern Region","Nonbreeding",36301.5642675718,160118.987240926,"2013-09-19","2014-05-11",1,0,"B","2013-10-24 04:00:00",11,c(278855.859477998, 788673.507925541)
"13",10,9,"E","2014-03-27 23:16:39.240911","2014-04-28 10:27:38.053614",-72.8672343497,-73.2854069499021,-72.4781228893667,10.5197856745231,8.52345967128546,11.5654451710302,11,31.4659584803603,"Non-breeding period","","2540-59026",NA,"Setophaga","2013-06-18","0:50:00","2014-07-08",NA,"2013-06-18","2014-07-08","2012-07-01","Adult","Adult",NA,11,"Male ","striata","harness",44.528359,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (0.6 g including harness) geolocators",NA,"Biotrack","0.6","MK-6","tag-retrieval",NA,"Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No ",93.38441885,91.5,0.255,1000,20,3,1,0.89,250,14,FALSE,"No ","Eastern",FALSE,FALSE,-72.815699,44.528354,"2013-11-10","2014-04-28",2014,"2014-03-20","No","2013-07-01","2013-08-20","2014-05-25","2014-06-10",0,NA,"2014-05-14","","","","",NA,"","","","","","Eastern Region","Nonbreeding",88355.9435502316,338632.276832107,"2013-10-18","2014-05-14",3,0,"E","2014-03-27 23:16:39.240911",10,c(124687.939419272, 1163423.68856329)
"14",12,4,"V7638_001","2018-11-03 09:52:49.336562","2019-04-27 10:02:24.751165",-62.3909123484104,-62.3960106031706,-62.3844739297177,3.40912474599288,3.38110687047818,3.43452448856477,11,175.006659891238,"Non-breeding period","","1780-53957",NA,"Setophaga","2018-06-12","","2019-07-08",NA,"","","","AHY","Adult",NA,NA,"Male","Striata","",63.72697,-149.4133,63.72709,-149.41327,"","","","Denali, Alaska","Breeding","",NA,"Biotrack","","MK-6040","",NA,"Unpublished","No",120,NA,NA,"Both","Yes","No",90.47625391,91.25,0.14,1000,20,3,1,0.71,250,14,FALSE,"No","Western",FALSE,TRUE,-149.416795,63.722625,"2018-11-03","2019-04-27",2019,"2019-03-19","Yes","2018-07-25","2018-08-25",NA,NA,0,"2018-09-01","2019-05-22","","","","",NA,"","","","","","Northwestern Region","Nonbreeding",1281.98395558967,5946.42204478886,"2018-08-31","2019-05-22",1,0,"7638-001","2018-11-03 09:52:49.336562",12,c(1290794.09372096, 379572.742168262)
"15",12,9,"V7638_005","2019-03-22 22:40:41","2019-04-20 22:29:14.428571",-65.2395728806953,-66.7906204052652,-63.730473448617,6.78389457655726,-0.554003554202377,10.0494135753665,11,28.9920535714234,"Non-breeding period","","1760-53518",NA,"Setophaga","2018-06-14","","2019-07-08",NA,"","","","AHY","Adult",NA,NA,"Male","Striata","",63.72635,-149.41446,63.72527,-149.41557,"","","","Denali, Alaska","Breeding","",NA,"Biotrack","","MK-6040","",NA,"Unpublished","No",120,NA,NA,"Both","Yes","No",90.69946741,92,0.16,1000,20,3,1,0.63,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2018-11-10","2019-04-20",2019,"2019-03-19","Yes","2018-07-25","2018-08-20",NA,NA,4,"2018-08-22","2019-05-22","","","","",NA,"","","","","","Northwestern Region","Nonbreeding",338268.43643688,1180366.99553229,"2018-08-25","2019-06-10",2,0,"7638-005","2019-03-22 22:40:41",12,c(970660.935164227, 753098.903144782)
"16",12,2,"V7638_009","2018-10-27 10:03:18.439452","2019-04-26 22:43:59.85118",-66.6418605938876,-66.9107958582454,-66.4261957739213,5.57913708637616,4.59769760442406,6.36830610875005,8,181.528257080184,"Non-breeding period","","1760-53502",NA,"Setophaga","2018-07-07","","2019-07-10",NA,"","","","AHY","Adult",NA,NA,"Male","Striata","",63.72141,-149.42673,63.72145,-149.4257,"","","","Denali, Alaska","Breeding","",NA,"Biotrack","","MK-6040","",NA,"Unpublished","No",120,NA,NA,"Both","Yes","No",90.76873855,92.75,0.12,1000,20,3,1,0.7,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2018-10-27","2019-04-26",2019,"2019-03-19","Yes","2018-07-25","2018-08-22",NA,NA,2.5,"2018-08-23","2019-05-23","","","","",NA,"","","","","","Northwestern Region","Nonbreeding",53689.8863886342,197103.237095808,"2018-08-27","2019-05-22",1,0,"7638-009","2018-10-27 10:03:18.439452",12,c(816525.370502142, 618634.789046419)
"17",12,6,"V7638_010","2019-02-27 22:37:16.268562","2019-04-27 22:30:44.473552",-62.8222654750228,-64.0561589392005,-61.6199397222093,3.47664743488934,-2.79928738124784,9.22933253080981,10,58.9954653355341,"Non-breeding period","","2850-21906",NA,"Setophaga","2018-07-03","","2019-07-08",NA,"","","","AHY","Adult",NA,NA,"Male","Striata","",63.717,-149.40282,63.72733,-149.41238,"","","","Denali, Alaska","Breeding","",NA,"Biotrack","","MK-6040","",NA,"Unpublished","No",120,NA,NA,"South and partial North","Yes","No",91.59768667,93.5,0.13,1000,20,3,1,0.83,250,14,TRUE,"No","Western",FALSE,TRUE,-149.416795,63.722625,"2018-10-26","2019-04-27",2019,"2019-03-19","No","2018-07-25","2018-08-24",NA,NA,4,"2018-08-26",NA,"","","","",NA,"","","","","","Northwestern Region","Nonbreeding",270699.492993128,1339019.84355609,"2018-08-26",NA,2,0,"7638-010","2019-02-27 22:37:16.268562",12,c(1242774.60880153, 386896.070814636)
"18",14,8,"V7638_011","2018-10-28 10:08:00","2019-04-26 09:47:36",-59.3057986455227,-59.7590997209579,-58.9183310762484,-1.59071162446294,-2.80060841912271,0.032166027575631,10,179.985833333333,"Non-breeding period","","1760-53590",NA,"Setophaga","2018-07-12","","2019-07-08",NA,"","","","AHY","Adult",NA,NA,"Male","Striata","",63.72384,-149.41913,63.72527,-149.41557,"","","","Denali, Alaska","Breeding","",NA,"Biotrack","","MK-6040","",NA,"Unpublished","No",120,NA,NA,"Both","Yes","No",91.35702502,92.75,0.08,1000,20,3,1,0.86,250,14,FALSE,"No","Western",FALSE,FALSE,-149.416795,63.722625,"2018-10-11","2019-04-26",2019,"2019-03-19","Yes","2018-07-25","2018-08-25",NA,NA,3.5,"2018-08-22","2019-05-22","","","","",NA,"","","","","","Northwestern Region","Nonbreeding",93557.8683078436,315343.008938657,"2018-08-21","2019-05-21",2,0,"7638-011","2018-10-28 10:08:00",14,c(1635329.80748922, -177848.084874147)
"19",11,10,"V8296_004","2020-02-18 22:59:34","2020-04-18 10:45:16",-75.2828668546804,-75.2904394413652,-75.2737065053014,-4.56109557596818,-4.57432115885759,-4.51004810977863,9,59.4900694444444,"Non-breeding period","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","SY","Adult",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","",NA,"Lotek","?","ML-6740","",NA,"Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.847678177219,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2019-10-04","2020-04-18",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-10","2020-05-27","","","","",NA,"","","","","","Eastern Region","Nonbreeding",1856.80293983755,7154.84309520066,"2019-09-20","2020-05-26",2,0,"8296-004","2020-02-18 22:59:34",13,c(-142508.283563241, -504392.880209428)
"20",10,11,"V8296_005","2020-03-15 23:10:54","2020-04-01 10:34:02",-72.1718853596982,-72.4125517749018,-71.9183252428741,10.4418354158335,6.18212201974629,11.9915499406507,7,16.4743981481481,"Non-breeding period","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","SY","Adult",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","",NA,"Lotek","?","ML-6740","",NA,"Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,"Yes","Eastern",FALSE,FALSE,-71.08716,47.38339,"2019-10-11","2020-04-01",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"2019-09-09","2020-05-27","","","","",NA,"2019-09-28","2019-10-01","2019-10-08","2019-10-09","good","Eastern Region","Nonbreeding",54105.9250674849,646702.557955301,"2019-09-08","2020-05-27",2,0,"8296-005","2020-03-15 23:10:54",10,c(201261.232083386, 1154921.43325227)
"21",10,NA,"V8296_006","2020-04-02 22:59:36","2020-05-04 23:00:12",-69.7598908076961,-70.1874870505355,-69.3646042199021,10.3283364059901,8.7324261741244,11.4410860925066,10,32.0004166666667,"Non-breeding period","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","",NA,"Lotek","?","ML-6740","",NA,"Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2019-10-13","2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Nonbreeding",90118.5841897388,301526.642846459,"2019-09-27","2020-05-28",3,0,"8296-006","2020-04-02 22:59:36",10,c(466912.858734085, 1143212.8450712)
"22",11,10,"V8296_017","2020-03-30 22:58:30","2020-05-03 10:22:15",-70.8578604637067,-71.2432121479583,-70.4774166440936,7.30008473946415,5.65455260195602,8.97947656758161,8,33.4748263888889,"Non-breeding period","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27",NA,"2019-07-11","","","ASY","Adult",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","",NA,"Lotek","?","ML-6740","",NA,"Unpublished","No",120,NA,59.49442113,"Both","Yes","Yes",92.5417576,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,"2019-10-12","2020-05-03",2020,"2020-03-19","No","2019-07-17","2019-09-29",NA,NA,0,NA,NA,"","","","",NA,"2019-10-05","2019-10-07","2019-10-11","2019-10-12","good ","Eastern Region","Nonbreeding",84556.9570806351,370128.842779793,"2019-09-13","2020-05-26",2,0,"8296-017","2020-03-30 22:58:30",11,c(347898.381265612, 807651.041713903)
"23",11,5,"V8296_026","2020-04-19 23:09:37","2020-05-07 23:01:07",-71.3039290914192,-71.8797484442233,-70.8957366104912,8.94990789892403,7.87625616920806,10.8797595028837,10,17.9940972222222,"Non-breeding period","","2920-25334",NA,"Setophaga","2019-07-10","7:20","?",NA,"2019-07-10","","","ASY","Adult",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","",NA,"Lotek","?","ML-6740","",NA,"Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2019-10-02","2020-05-07",2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,NA,"2020-05-26","","","","",NA,"","","","","","Eastern Region","Nonbreeding",108205.988635675,334348.461700674,"2019-09-19","2020-05-26",2,0,"8296-026","2020-04-19 23:09:37",11,c(297695.591380519, 990075.420657533)
