"","cluster","next.cluster","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.arrival","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","Standard.geo.id","NB.last.site.arrival","sorted.num","geometry"
"24",14,9,"V8757_010","2020-01-02 09:27:54","2020-04-21 09:21:54",-54.3749923347584,-54.7315586579196,-54.0177475323623,-0.390194452311765,-2.09728029302209,1.24448326956972,11,109.995833333333,"Non-breeding period","","2920-25502",NA,"Setophaga","2019-06-16","15:30:00","",NA,"2019-07-16","","","SY","Adult",77,12.3,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","",NA,"Lotek","","ML-6740","",NA,"Unpublished","Yes ",120,NA,4.301423501,"Both","Yes","Yes",93.95811619,94,0.1,1000,20,3,1,0.84,100,14,FALSE,"No","Western",FALSE,FALSE,-129.8574554,58.16343635,"2019-11-11","2020-04-21",2020,"2020-03-19","No","2019-06-25","2019-08-15",NA,NA,1,"2019-08-30","2020-05-28","","","","",NA,"","","","","","Western Region","Nonbreeding",79459.2483588662,372003.418139236,"2019-08-30","2020-05-28",2,0,"8757-010","2020-01-02 09:27:54",14,c(2184611.77517762, -44006.6439583431)
"25",10,11,"V8757_018","2019-10-06 21:55:57","2020-04-26 10:34:09",-70.3128946848916,-70.5516218055013,-70.099079027177,11.1582205600169,10.7597487850208,11.3288206704213,7,202.526527777778,"Non-breeding period","","2920-25337",NA,"Setophaga","2019-07-11","5:40","?",NA,"2019-07-11","2020-06-03","","AHY","Adult",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","",NA,"Lotek","?","ML-6740","",NA,"Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,1,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,"2019-10-06","2020-04-26",2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"2019-09-14","2020-05-22","","","","",NA,"2019-09-26","2019-09-28","2019-10-02","2019-10-03","good","Eastern Region","Nonbreeding",49424.5298102223,63348.7925075496,"2019-09-14","2020-05-22",1,0,"8757-018","2019-10-06 21:55:57",10,c(405275.585221916, 1234816.75750358)
"26",12,7,"V8757_019","2020-03-09 22:36:20.387805","2020-04-27 22:33:01.637805",-63.894318679984,-63.923527395942,-63.8449487136267,2.56119236814409,2.43633141201596,2.77864455493501,9,48.9976996527778,"Non-breeding period","","2920-25510",NA,"Setophaga","2019-06-21","SY","",NA,"2019-07-10","2020-06-20","","ASY","Adult",74,13.2,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","",NA,"Lotek","","ML-6740","",NA,"Unpublished","No",120,NA,3.998503387,"Both","Yes","Yes",91.58895908,92.75,0.12,1000,20,3,1,0.83,250,14,FALSE,"","Western",FALSE,FALSE,-129.8574554,58.16343635,"2019-10-19","2020-04-27",2020,"2020-03-19","No","2019-07-15","2019-08-28",NA,NA,0,"2019-09-01","2020-06-06","","","","",NA,"","","","","","Western Region","Nonbreeding",8738.60088646069,38106.1247615947,"2019-09-01","2020-06-09",2,0,"8757-019","2020-03-09 22:36:20.387805",12,c(1124211.78930633, 284686.770282095)
"27",10,8,"V8757_029","2020-04-08 22:48:56","2020-04-24 22:49:31",-67.4491597133146,-68.6658481806527,-66.3432396036389,9.3984751209642,6.21861014246418,10.6364217155767,13,16.0004050925926,"Non-breeding period","","2920-25508",NA,"Setophaga","2019-06-29","","",NA,"2019-06-21","2020-06-09","","SY","Adult",72,12.5,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","",NA,"Lotek","","ML-6740","",NA,"Unpublished","Yes ",120,NA,3.985505043,"Both","Yes","Yes",91.66857607,93.25,0.15,1000,20,3,1,0.76,250,14,FALSE,"No","Western",FALSE,FALSE,-129.8574554,58.16343635,"2019-10-26","2020-04-24",2020,"2020-03-19","No","2019-06-28","2019-08-15","2020-06-10","2020-06-15",1,"2019-09-01","2020-06-01","","","","",NA,"","","","","","Western Region","Nonbreeding",255080.472911405,491788.53473952,"2019-09-01","2020-06-01",4,0,"8757-029","2020-04-08 22:48:56",10,c(722715.504147993, 1041589.36527468)
"28",12,9,"V8757_055","2020-04-29 22:23:57","2020-05-13 22:30:42",-63.364637191469,-64.9838331838376,-61.7515033543667,6.67472069069154,2.50876987029334,10.0961374922797,10,14.0046875,"Non-breeding period","","2920-25204",NA,"Setophaga","2019-06-27","","?",NA,"2019-06-27","","","SY","Adult",75,13,"Male","striata","harness",62.432741,-114.420252,NA,NA,"","","","Northwest territories ","Breeding","",NA,"Lotek","?","ML-6740","",NA,"Unpublished","Yes ",120,NA,-5.466108711,"Both","Yes","Yes",97.62019278,91.75,0.18,1000,20,3,1,0.8,250,14,FALSE,"Yes","Central",FALSE,FALSE,-114.420252,62.432741,"2019-11-05","2020-05-13",2020,"2020-03-19","No","2019-08-03","2019-09-03",NA,NA,3.5,"2019-09-12","2020-06-20","","","","",NA,"","","","","","Central Region","Nonbreeding",357381.811753555,844621.900140895,"2019-09-12","2020-06-30",3,7,"8757-055","2020-04-29 22:23:57",12,c(1178573.40293079, 742354.655151688)
"29",11,10,"V8757_078","2020-03-22 23:04:00","2020-04-28 10:15:05",-69.7110629511393,-70.2299730723396,-69.1678905718999,7.48332884479901,4.56943772779218,10.3349945752774,6,36.4660300925926,"Non-breeding period","","2920-25303",NA,"Setophaga","2019-06-17","6:10","?",NA,"2019-06-17","2020-06-17","","SY","Adult",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","",NA,"Lotek","?","ML-6740","",NA,"Unpublished","No",120,NA,56.248160413901,"Both","Yes","Yes",92.7221890086026,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,"2019-10-09","2020-04-28",2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,NA,"2020-05-28","","","","",NA,"2019-09-30","2019-10-02","2019-10-08","2019-10-09","good ","Eastern Region","Nonbreeding",117223.46177258,641818.852401726,"2019-09-21","2020-05-28",3,0,"8757-078","2020-03-22 23:04:00",11,c(474740.303331172, 828285.746934698)
"30",11,8,"V8757_096","2020-05-06 23:00:58.293221","2020-05-23 22:56:33.2037",-69.7831690653911,-70.6480338304356,-68.8951457180811,4.73015036131221,3.081570674827,7.52586628767321,13,16.996931834243,"Non-breeding period","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00","",NA,"2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","",NA,"Lotek","","ML-6740","",NA,"Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,92.25,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,"2019-11-19","2020-05-23",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-07",0,"2019-08-30","2020-06-17","","","","",NA,"","","","","","Eastern Region","Nonbreeding",194465.971185271,494736.724556819,"2019-10-03","2020-06-16",3,7,"8757-096","2020-05-06 23:00:58.293221",11,c(468354.874084173, 523519.674813328)
"31",11,8,"V8757_134","2020-04-27 22:38:36","2020-05-13 22:47:34",-67.3250153827599,-68.5516147497967,-66.0003296976171,7.30905205675549,4.12518237611033,10.2641823532551,11,16.0062268518518,"Non-breeding period","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00","",NA,"2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","",NA,"Lotek","","ML-6740","",NA,"Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,"2019-10-21","2020-05-13",2020,"2020-03-19","No","2019-07-20","2019-09-20","2013-06-20","2013-07-02",0,"2019-09-29","2020-06-15","","","","",NA,"","","","","","Eastern Region","Nonbreeding",281699.630093405,683390.351435669,"2019-09-30","2020-06-14",3,7,"8757-134","2020-04-27 22:38:36",11,c(739040.247643365, 810072.534390292)
"32",10,5,"WRMA04173","2020-05-01 23:13:30","2020-06-03 00:00:24",-68.1220478268303,-68.1252026811232,-68.113866076858,10.4866519279742,10.4824713056697,10.4875822069668,3,32.0325694444444,"Non-breeding period","","AA9562",NA,"Setophaga","2020-03-07","6:40:00","2021-02-23","9:00:00","2021-03-07","","","AHY","Adult",71,11.6,"Female ","striata","",4.00841,-73.45515,NA,NA,"","","","Santa Rosa, Colombia","Nonbreeding","",NA,"Lotek ","","ML-6740","",NA,"Unpublished","Yes ",120,NA,NA,"North","Yes","No",93.757347,NA,0.05,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-73.45515,4.00841,NA,"2020-06-03",2021,"2021-03-20","No","2020-03-15","2020-04-25","2013-06-20","2013-07-02",0,NA,"2020-06-18","","","","",NA,"","","","","","Eastern Region","Nonbreeding",1240.90650225635,568.94292989073,NA,"2020-06-18",2,0,"WRMA04173","2020-05-01 23:13:30",10,c(647045.486722765, 1161715.14990087)
"33",12,6,"blpw09","2016-10-29 22:13:30","2017-04-25 22:38:03",-61.9981839554292,-62.2268298765373,-61.7741731815596,2.84827761527916,1.96801297615483,3.72365255758857,7,178.017048611111,"Non-breeding period","3254-043","2740-82809",NA,"Setophaga","2016-06-17","","2017-06-12",NA,"2016-06-17","2017-06-12","","AHY","Adult",76,13.28,"Male","striata","harness",60.065032,-132.312099,NA,NA,"","","","Whitehorse, Yukon","Breeding","",NA,"Biotrack","?","MK-6","",NA,"Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.15364648,92.75,0.14,1000,20,3,1,0.85,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2016-10-29","2017-04-25",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-05","2017-06-12",2,"2016-09-04","2017-05-21","","","2016-11-03","2017-04-13",NA,"","","","","","Western Region","Nonbreeding",50327.2623603219,195436.90422172,"2016-09-04","2017-05-21",1,0,"blpw09","2016-10-29 22:13:30",12,c(1334936.18174252, 317278.050566896)
"34",12,8,"blpw12","2016-10-20 10:02:54","2017-04-18 09:56:21",-64.2377731324065,-64.3749724286166,-64.0939958176472,4.89538254060636,4.12118183226126,5.5864467391175,9,179.995451388889,"Non-breeding period","","2740-82812",NA,"Setophaga","2016-07-17","","2017-06-11",NA,"2016-07-17","2017-06-11","","SY","Adult",75,12.94,"Male","striata","harness",60.064575,-132.306115,NA,NA,"","","","Whitehorse, Yukon","Breeding","",NA,"Biotrack","?","MK-6","",NA,"Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.49626128,93,0.105,1000,20,3,1,0.9,250,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2016-10-20","2017-04-18",2017,"2017-03-20","No","2016-07-01","2016-08-20",NA,NA,2,"2016-08-24","2017-05-25","","","","",NA,"","","","","","Western Region","Nonbreeding",31164.0757811453,163112.54330849,"2016-08-24","2017-05-25",1,0,"blpw12","2016-10-20 10:02:54",12,c(1084087.79052663, 543957.183601092)
"35",12,8,"blpw14","2016-12-19 22:12:13","2017-04-20 22:32:55",-62.1747819335393,-62.6709488248878,-61.7137314760651,7.76378434218607,5.74034362392798,9.48114137701072,11,122.014375,"Non-breeding period","3254-024","2740-82815",NA,"Setophaga","2016-06-18","","2017-06-11",NA,"2016-06-18","2017-06-11","","SY","Adult",76,13.18,"Male","striata","harness",60.066092,-132.306727,NA,NA,"","","","Whitehorse, Yukon","Breeding","",NA,"Biotrack","?","MK-6","",NA,"Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.44965505,93.75,0.13,1000,20,3,1,0.86,150,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2016-11-02","2017-04-20",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-01","2017-06-10",2.5,"2016-09-02","2017-05-22","","","","",NA,"","","","","","Western Region","Nonbreeding",105580.163292172,416423.701033793,"2016-09-03","2017-05-22",2,0,"blpw14","2016-12-19 22:12:13",12,c(1308318.00909404, 864663.874784037)
"36",12,4,"blpw25","2016-11-01 22:27:10","2017-04-24 22:41:03",-64.7376239643348,-65.1072909119462,-64.4098005240309,1.09011112125847,-0.33109823728822,2.32588508510779,7,174.009641203704,"Non-breeding period","3254-034","2740-82825",NA,"Setophaga","2016-06-19","10:40:00","2017-06-12",NA,"2016-06-19","2017-06-12","","AHY","Adult",75,11.84,"Male","striata","harness",60.557287,-133.124878,NA,NA,"","","","Whitehorse, Yukon","Breeding","",NA,"Biotrack","?","MK-6","",NA,"Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.95202075,91,0.08,1000,20,3,2,0.87,100,14,FALSE,"No","Western",FALSE,FALSE,-132.311396,60.066092,"2016-11-01","2017-04-24",2017,"2017-03-20","No","2016-07-01","2016-08-20","2017-06-01","2017-06-10",1,"2016-08-23","2017-05-26","","","","",NA,"","","","","","Western Region","Nonbreeding",77630.2218504605,295774.030495344,"2016-08-23","2017-06-05",1,0,"blpw25","2016-11-01 22:27:10",12,c(1030958.96454953, 121068.525139803)
