"geo.id","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.arrival","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","fall.br.departure","spring.br.arrival","X.1","Standard.geo.id","Breeding_region_MC"
"V8296_007","","2920-25318",NA,"Setophaga","2019-06-20","5:35",NA,NA,"2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,18181,18382,2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,NA,NA,"","","","",NA,"","","","","","2019-08-26 9:43",NA,NA,"8296-007","Eastern Region"
"V8296_008","","2920-25324",NA,"Setophaga","2019-06-21","7:45",NA,NA,"2019-06-21","","","AHY","Adult",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,1,0.9,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,18176,18363,2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"18113",NA,"","","","",NA,"","","","","","2019-09-20 23:13",NA,NA,"8296-008","Eastern Region"
"V8296_015","","2920-25306",NA,"Setophaga","2019-06-18","6:45",NA,NA,"2019-06-18","","","SY","Adult",71,11.6,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,53.31282753,"South","Yes","Yes",92.66070786,94.25,0.15,1000,20,3,1,0.86,250,14,FALSE,"No","Eastern",FALSE,FALSE,-71.08716,47.38339,18187,NA,2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"18093",NA,"","","","",NA,"","","","","","2019-09-19 23:07",NA,NA,"8296-015","Eastern Region"
"V8296_017","","2920-25338",NA,"Setophaga","2019-07-11","5:50","2020-05-27",NA,"2019-07-11","","","ASY","Adult",72,10.9,"Male","striata","harness",47.38355,-71.08777,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,59.49442113,"Both","Yes","Yes",92.5417576,93.25,0.1,1000,20,3,1,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,18181,18385,2020,"2020-03-19","No","2019-07-17","2019-09-29",NA,NA,0,NA,NA,"","","","",NA,"2019-10-05","2019-10-07","2019-10-11","2019-10-12","good ","2019-09-13 23:13","2020-05-26 0:20",NA,"8296-017","Eastern Region"
"V8296_021","","2920-25328",NA,"Setophaga","2019-07-09","6:45",NA,NA,"2019-07-09","","","ASY","Adult",72,11.8,"Male","striata","harness",47.39119,-71.08271,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.20041416,"South","Yes","Yes",92.34959994,94,0.11,1000,20,3,2,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,18178,NA,2020,"2020-03-19","No","2019-07-16","2019-08-31",NA,NA,0,NA,NA,"","","","",NA,"2019-09-29","2019-10-02","2019-10-07","2019-10-08","poor ","2019-09-25 10:22",NA,NA,"8296-021","Eastern Region"
"V8296_025","","2920-25302",NA,"Setophaga","2019-06-17","5:45",NA,NA,"2019-06-17","","","SY","Adult",72,12.3,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,-52.78726481,"South","Yes","Yes",93.27554082,93.5,0.065,1000,20,3,2,0.55,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,18186,NA,2020,"2020-03-19","No","2019-06-20","2019-08-10",NA,NA,0,NA,NA,"","","","",NA,"2019-10-03","2019-10-06","2019-10-16","2019-10-17","good ","2019-09-28 10:14",NA,NA,"8296-025","Eastern Region"
"V8296_026","","2920-25334",NA,"Setophaga","2019-07-10","7:20",NA,NA,"2019-07-10","","","ASY","Adult",75,13.4,"Male","striata","harness",47.3811,-71.08306,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.38074997,"Both","Yes","Yes",91.87504221,93,0.12,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,18171,18389,2020,"2020-03-19","No","2019-07-20","2019-09-15",NA,NA,0,NA,18408,"","","","",NA,"","","","","","2019-09-19 22:59","2020-05-26 0:45",NA,"8296-026","Eastern Region"
"V8757_010","","2920-25502",NA,"Setophaga","2019-06-16","15:30:00",NA,NA,"2019-07-16","","","SY","Adult",77,12.3,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,4.301423501,"Both","Yes","Yes",93.95811619,94,0.18,1000,20,3,1,0.8,100,14,FALSE,"No","Western",FALSE,FALSE,-129.8574554,58.16343635,18211,18373,2020,"2020-03-19","No","2019-06-25","2019-08-15",NA,NA,1,"18410",18138,"","","","",NA,"","","","","","2019-08-30 13:13","2020-05-28 6:15",NA,"8757-010","Western Region"
"V8757_018","","2920-25337",NA,"Setophaga","2019-07-11","5:40",NA,NA,"2019-07-11","2020-06-03","","AHY","Adult",74,12.1,"Male","striata","harness",47.38517,-71.08742,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.71374323,"Both","Yes","Yes",92.21088445,90.75,0.05,1000,20,3,1,0.92,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,18175,18378,2020,"2020-03-19","No","2019-07-15","2019-08-30","2020-06-01","2020-06-15",0,"18153",18404,"","","","",NA,"2019-09-26","2019-09-28","2019-10-02","2019-10-03","good","2019-09-14 10:10","2020-05-22 0:40",NA,"8757-018","Eastern Region"
"V8757_019","","2920-25510",NA,"Setophaga","2019-06-21","SY",NA,NA,"2019-07-10","2020-06-20","","ASY","Adult",74,13.2,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,3.998503387,"Both","Yes","Yes",91.58895908,92.75,0.12,1000,20,3,1,0.83,250,14,FALSE,"","Western",FALSE,FALSE,-129.8574554,58.16343635,18188,18379,2020,"2020-03-19","No","2019-07-15","2019-08-28",NA,NA,0,"18140",18419,"","","","",NA,"","","","","","16:35.4","46:05.4",NA,"8757-019","Western Region"
"V8757_029","","2920-25508",NA,"Setophaga","2019-06-29","",NA,NA,"2019-06-21","2020-06-09","","SY","Adult",72,12.5,"Male","striata","",58.16343635,-129.8574554,NA,NA,"","","","British Columbia, Highway 37","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,3.985505043,"Both","Yes","Yes",91.66857607,93.25,0.15,1000,20,3,1,0.76,250,14,FALSE,"No","Western",FALSE,FALSE,-129.8574554,58.16343635,18195,18376,2020,"2020-03-19","No","2019-06-28","2019-08-15","2020-06-10","2020-06-15",1,"18140",18414,"","","","",NA,"","","","","","2019-09-01 13:21","2020-06-01 6:11",NA,"8757-029","Western Region"
"V8757_055","","2920-25204",NA,"Setophaga","2019-06-27","",NA,NA,"2019-06-27","","","SY","Adult",75,13,"Male","striata","harness",62.432741,-114.420252,NA,NA,"","","","Northwest territories ","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,-5.466108711,"Both","Yes","Yes",97.62019278,91.75,0.18,1000,20,3,1,0.8,250,14,FALSE,"Yes","Central",FALSE,FALSE,-114.420252,62.432741,15649,15838,2020,"2020-03-19","No","2012-08-03","2012-09-03",NA,NA,3.5,"15595",15876,"","","","",NA,"","","","","","2012-09-12 11:35","2013-06-30 5:55",NA,"8757-055","Central Region"
"V8757_078","","2920-25303",NA,"Setophaga","2019-06-17","6:10",NA,NA,"2019-06-17","2020-06-17","","SY","Adult",69,10.7,"Male","striata","harness",47.37864,-71.09769,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,56.24816041,"Both","Yes","Yes",92.72218901,93,0.11,1000,20,3,2,0.87,250,14,FALSE,"","Eastern",TRUE,FALSE,-71.08716,47.38339,18178,18380,2020,"2020-03-19","No","2019-07-01","2019-09-20","2020-06-05","2020-06-15",0,"18097",18410,"","","","",NA,"2019-09-30","2019-10-02","2019-10-08","2019-10-09","good ","2019-09-21 10:15","2020-05-28 1:00",NA,"8757-078","Eastern Region"
"V8757_096","","2740 67825 ",NA,"Setophaga","2019-06-25","9:30:00",NA,NA,"2019-07-12","2020-07-08","","SY","Adult",76,12.7,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","Yes ",120,NA,-3.920918413,"Both","Yes","Yes",97.68084082,91.75,0.2,1000,20,3,1,0.9,250,14,FALSE,"No","Eastern",FALSE,TRUE,-56.225,49.45833,15663,15848,2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-07",0,"15582",15873,"","","","",NA,"","","","","","06:52.9","09:41.4",NA,"8757-096","Eastern Region"
"V8757_134","","2740 67829 ",NA,"Setophaga","2019-06-26","8:10:00",NA,NA,"2019-07-12","2020-07-12","","AHY","Adult",74,12.8,"Male","striata","",49.45833,-56.225,NA,NA,"","","","Newfoundland ","Breeding","","","Lotek","","ML-6740","","","Unpublished","No",120,NA,-4.443608006,"Both","Yes","Yes",97.13703665,91.5,0.16,1000,20,3,1,0.86,250,14,FALSE,"","Eastern",FALSE,TRUE,-56.225,49.45833,15634,15838,2020,"2020-03-19","No","2012-07-20","2012-09-20","2013-06-20","2013-07-02",0,"15612",15871,"","","","",NA,"","","","","","2012-09-30 22:07","2013-06-14 7:39",NA,"8757-134","Eastern Region"
"WRMA04173","","AA9562",NA,"Setophaga","2020-03-07","6:40:00","2021-02-23","9:00:00","2021-03-07","","","AHY","Adult",71,11.6,"Female ","striata","",4.00841,-73.45515,NA,NA,"","","","Santa Rosa, Colombia","Nonbreeding","","","Lotek ","","ML-6740","","","Unpublished","Yes ",120,NA,NA,"North","Yes","No",93.757347,NA,0.05,1000,20,3,1,0.82,250,14,FALSE,"No","Eastern",FALSE,TRUE,-73.45515,4.00841,NA,18412,2021,"2021-03-20","No","2020-03-15","2020-04-25","2013-06-20","2013-07-02",0,NA,18431,"","","","",NA,"","","","","","","",NA,"WRMA04173","Eastern Region"
