"","geo_id","dist","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.arrival","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","site_type","Lon.50.lag","Lat.50.lag","geo_id.lag","no.nbrs","nbr.mover","nbr.move.group","equinox.nbr.move","timing.nbr.move"
"1","3254_001",NA,2016-10-28 21:58:42,2017-04-11 09:46:58,-56.9194600639096,-57.8958082117137,-56.3836177989146,5.62443968275233,4.90797401759303,6.5361580380008,7,164.491851851852,"Non-breeding period","","2740-82912",NA,"Setophaga","2016-06-14","13:41:00","2017-06-10","","2016-06-14","2017-06-10","","After Hatching Year",75,12.73,"","striata","harness",64.820971,-163.71321,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.97459648,93,0.01,1000,20,3,1,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2016-10-16","2017-04-14",2017,2017-03-20,"No","2016-08-10","2016-08-20",NA,NA,"Nonbreeding",NA,NA,NA,0,"nonmover",1,"equinox free","winter.nbr.movements"
"2","3254_008",NA,2016-10-26 22:02:03,2017-04-04 09:47:43,-58.2977391121381,-58.3880981072865,-58.1909671554521,1.25511254980036,0.775065918940815,1.73629487967259,8,159.490046296296,"Non-breeding period","","2740-82911",NA,"Setophaga","2016-06-14","12:46:00","2017-06-05","","2016-06-14","2017-06-05","","After Hatching Year",76,12.46,"","striata","harness",64.83017,-163.7117,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"South and partial North","Yes","No",92.39717321,92.75,0.085,1000,20,3,1,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2016-10-11","2017-04-05",2017,2017-03-20,"No","2016-08-01","2016-08-20",NA,NA,"Nonbreeding",NA,NA,NA,0,"nonmover",2,"equinox free","winter.nbr.movements"
"3","3254_057",NA,2016-10-17 22:21:06,2017-04-16 22:37:52,-63.8499276646797,-63.8555274052697,-63.8421874681029,-0.369018126590663,-0.420356615260536,-0.328563346876989,7,181.011643518518,"Non-breeding period","","2740-82921",NA,"Setophaga","2016-06-15","11:40:00","2017-06-07","","2016-06-15","2017-06-07","","After Hatching Year",76,13.35,"","striata","harness",64.6375,-165.28943,NA,NA,"","","","Nome, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"South and partial North","Yes","No",91.77571139,93,0.1,1000,20,3,1,TRUE,"No","Western",FALSE,FALSE,-163.71321,64.82774,"2016-10-08","2017-04-17",2017,2017-03-20,"No","2016-08-01","2016-08-20",NA,NA,"Nonbreeding",NA,NA,NA,0,"nonmover",3,"equinox free","winter.nbr.movements"
"4","4068_014",NA,2016-10-12 10:15:02,2017-04-19 09:57:36,-62.2787451036279,-62.2803030384082,-62.276777831364,1.56135184969022,1.54368592674188,1.60241446065094,8,188.987893518519,"Non-breeding period","","1760-53551",NA,"Setophaga","2016-06-05","12:01:00","2017-06-03","","2016-06-05","2017-06-03","","",NA,NA,"","striata","harness",63.72073,-149.42917,NA,NA,"","","","Denali, Alaska","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",91.51453942,91.75,0.1,1000,20,3,1,FALSE,"No","Western",FALSE,FALSE,-149.41388,63.722625,"2016-10-16","2017-04-18",2017,2017-03-20,"No","2016-08-01","2016-08-20",NA,NA,"Nonbreeding",NA,NA,NA,0,"nonmover",4,"equinox free","winter.nbr.movements"
"5","4105_008",NA,2016-11-02 10:12:50,2017-03-12 10:45:59,-69.4045722284386,-69.6983732455404,-69.1029629103199,0.365867390100475,-0.562603280572442,1.19056421692319,6,130.023020833333,"Non-breeding period","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25","","2016-06-18","2017-06-25","","After Hatching Year",76,12.75,"","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.7399524621385,90,0.18,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-10-21","2017-04-30",2017,2017-03-20,"No","2016-07-01","2016-08-20","2017-06-08","2017-06-22","Nonbreeding",NA,NA,NA,1,"mover",5,"equinox affected","winter.nbr.movements"
"6","4105_008",351801.493472384,2017-03-13 22:41:29,2017-04-24 10:28:11,-69.0148028855582,-69.6048192755941,-68.3787122023878,3.50205970001821,-0.428334322820921,7.65959232620569,7,41.4907638888889,"Non-breeding period","","2740-81720",NA,"Setophaga","2016-06-18","","2017-06-25","","2016-06-18","2017-06-25","","After Hatching Year",76,12.75,"","striata","harness",58.72798,-93.8313,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","Yes ",120,NA,NA,"Both","Yes","No",92.7399524621385,90,0.18,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-10-21","2017-04-30",2017,2017-03-20,"No","2016-07-01","2016-08-20","2017-06-08","2017-06-22","Nonbreeding",-69.4045722284386,0.365867390100475,"4105_008",1,"mover",5,"equinox affected","winter.nbr.movements"
"7","4105_009",NA,2016-10-13 22:14:05.585144,2017-05-03 22:45:11.263434,-67.0174318755982,-67.0795359156631,-66.9395663408051,3.62601188128778,3.37863521807278,3.81807943256948,7,202.021593498728,"Non-breeding period","","2740-81717",NA,"Setophaga","2016-06-18","","2017-06-27","","2016-06-18","2017-06-27","","After Second Year",74.5,12.25,"","striata","harness",58.731288,-93.82587,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",91.7408646024942,90.25,0.08,1000,20,3,1,FALSE,"No","Central",FALSE,TRUE,-93.833645,58.71521,"2016-10-13","2017-05-01",2017,2017-03-20,"No","2016-07-01","2016-08-20","2017-06-12","2017-06-23","Nonbreeding",NA,NA,NA,0,"nonmover",6,"equinox free","winter.nbr.movements"
"8","4105_016",NA,2016-10-10 22:40:17,2017-03-30 10:19:53,-67.400093489586,-67.4112244245733,-67.3753017584959,-4.2102755228368,-4.45893674098718,-4.07663889487189,5,170.485833333333,"Non-breeding period","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22","","2016-06-22","2017-06-22","","Second Year",71,13,"","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.08,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-10-09","2017-05-24",2017,2017-03-20,"No","2016-07-10","2016-08-20","2017-06-15","2017-06-20","Nonbreeding",NA,NA,NA,2,"mover",7,"equinox affected","winter.nbr.movements"
"9","4105_016",563595.869608021,2017-03-31 22:41:08,2017-04-28 10:11:11,-66.5007130006842,-67.0293611284438,-65.9868331593067,0.772192152512063,-1.99590480305579,3.94144158290929,6,27.4792013888889,"Non-breeding period","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22","","2016-06-22","2017-06-22","","Second Year",71,13,"","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.08,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-10-09","2017-05-24",2017,2017-03-20,"No","2016-07-10","2016-08-20","2017-06-15","2017-06-20","Nonbreeding",-67.400093489586,-4.2102755228368,"4105_016",2,"mover",7,"equinox affected","winter.nbr.movements"
"10","4105_016",563595.869608021,2017-03-31 22:41:08,2017-04-28 10:11:11,-66.5007130006842,-67.0293611284438,-65.9868331593067,0.772192152512063,-1.99590480305579,3.94144158290929,6,27.4792013888889,"Non-breeding period","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22","","2016-06-22","2017-06-22","","Second Year",71,13,"","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.08,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-10-09","2017-05-24",2017,2017-03-20,"No","2016-07-10","2016-08-20","2017-06-15","2017-06-20","Nonbreeding",-67.400093489586,-4.2102755228368,"4105_016",2,"mover",8,"equinox free","winter.nbr.movements"
"11","4105_016",924021.890990779,2017-04-29 22:33:21,2017-05-22 22:40:14,-65.7953754109135,-66.3747098775306,-65.1966751849837,9.04307319595958,7.55467874288257,10.1821061688276,7,23.0047800925926,"Non-breeding period","","2740-81731",NA,"Setophaga","2016-06-22","","2017-06-22","","2016-06-22","2017-06-22","","Second Year",71,13,"","striata","harness",58.71955,-93.83599,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.90378591,92,0.08,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-10-09","2017-05-24",2017,2017-03-20,"No","2016-07-10","2016-08-20","2017-06-15","2017-06-20","Nonbreeding",-66.5007130006842,0.772192152512063,"4105_016",2,"mover",8,"equinox free","winter.nbr.movements"
"12","4105_017",NA,2016-10-23 22:13:55,2016-11-14 10:28:35,-71.20165068324,-71.9298682455851,-70.4462273405354,6.79419337360086,3.88033290476423,9.20763695262491,4,21.5101851851852,"Non-breeding period","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21","","2016-06-16","2017-06-21","","After Second Year",77,12.75,"","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-11-15","2017-04-24",2017,2017-03-20,"No","2016-07-05","2016-08-20","2017-06-10","2017-06-20","Nonbreeding",NA,NA,NA,1,"mover",9,"equinox free","fall.nbr.movement"
"13","4105_017",977367.831434077,2016-11-15 22:28:51,2017-04-23 22:35:02,-64.7317681416342,-64.9796980749688,-64.4298599349297,0.840200804839401,-0.139809633008278,1.71980748713961,5,159.004293981481,"Non-breeding period","","2740-81712",NA,"Setophaga","2016-06-16","","2017-06-21","","2016-06-16","2017-06-21","","After Second Year",77,12.75,"","striata","harness",58.71087,-93.84027,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",93.15526598,94,0.09,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-11-15","2017-04-24",2017,2017-03-20,"No","2016-07-05","2016-08-20","2017-06-10","2017-06-20","Nonbreeding",-71.20165068324,6.79419337360086,"4105_017",1,"mover",9,"equinox free","fall.nbr.movement"
"14","4210_002",NA,2016-10-15 21:56:44,2017-04-28 22:31:04,-63.8661094233089,-64.0207270213974,-63.7134313644078,-1.47926538409304,-2.21799133719481,-0.74386691775165,7,195.023842592593,"Non-breeding period","","2740-81732",NA,"Setophaga","2016-06-22","","2017-06-21","","2016-06-22","2017-06-21","","After Hatching Year",78,13.5,"","striata","harness",58.63169,-93.8201,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.71696,92.25,0.08,1000,20,3,1,FALSE,"No","Central",FALSE,FALSE,-93.833645,58.71521,"2016-10-15","2017-04-28",2017,2017-03-20,"No","2016-07-05","2016-08-20","2017-06-10","2017-06-20","Nonbreeding",NA,NA,NA,0,"nonmover",10,"equinox free","winter.nbr.movements"
"15","4210_004",NA,2016-10-11 10:22:45.170154,2016-11-28 22:14:51.17233,-71.2732724267695,-71.6671378110182,-70.8130315564966,0.209896995741814,-1.52314986579598,1.66536795214651,7,48.4945139140774,"Non-breeding period","","2740-81716",NA,"Setophaga","2016-06-18","","2017-06-24","","2016-06-18","2017-06-24","","After Second Year",76,12.5,"","striata","harness",58.73192,-93.8277,NA,NA,"","","","Churchill, Manitoba","Breeding","","","Biotrack","?","MK-6","","","Deluca et al. 2019","No",120,NA,NA,"Both","Yes","No",92.5265140895028,91.75,0.1,1000,20,3,1,FALSE,"No ","Central",FALSE,TRUE,-93.833645,58.71521,"2016-10-09","2017-05-07",2017,2017-03-20,"No","2016-06-20","2016-09-05","2017-06-12","2017-06-21","Nonbreeding",NA,NA,NA,0,"nonmover",11,"equinox free","fall.nbr.movement"
"16","A",NA,2013-10-18 04:00:00,2014-05-06 22:51:37,-69.8934252303517,-70.0181919335473,-69.7847810163248,10.1591180321905,9.5662846585777,10.6145627027437,9,200.785844907407,"Non-breeding period","","2110-80395",NA,"Setophaga","2013-06-13","0:30:00","2014-06-04","","2013-06-13","2014-06-04","2012-07-01","After hatch year when tagged",NA,11.2,"Male ","striata","harness",44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)","","Biotrack","0.5","MK-6","tag-retrieval","","Deluca et al. 2015","Yes ",120,NA,-4.010480796,"Both","Yes","Yes",93.06528577,92.25,0.08,1000,20,3,1,FALSE,"No","Eastern",TRUE,FALSE,-72.815699,44.528354,"2013-10-18","2014-05-07",2014,2014-03-20,"No","2013-07-01","2013-08-20","2014-05-30","2014-06-05","Nonbreeding",NA,NA,NA,0,"nonmover",12,"equinox free","winter.nbr.movements"
"17","B",NA,2013-10-24 04:00:00,2014-04-19 10:26:30,-71.4803177601041,-71.6425781774814,-71.3085509376043,7.08716292025034,6.37414135130099,7.88657611354806,5,177.268402777778,"Non-breeding period","","2490-89933",NA,"Setophaga","2013-06-18","4:45:00","2014-06-17","","2013-06-18","2014-06-17","2012-07-01","After hatch year",NA,12.8,"Female ","striata","harness",44.528354,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT","removal","none","Mount Mansfield, Vermont, USA","Breeding","Biotrack model MK-6 (~0.5 g including harness)","","Biotrack","0.5","MK-6","tag-retrieval","","Deluca et al. 2015","No ",120,NA,NA,"Both","Yes","No",92.52512211,92.5,0.16,1000,20,3,1,FALSE,"","Eastern",TRUE,FALSE,-72.815699,44.528354,"2013-10-24","2014-04-22",2014,2014-03-20,"No","2013-07-01","2013-08-20","2014-05-25","2014-06-10","Nonbreeding",NA,NA,NA,0,"nonmover",13,"equinox free","winter.nbr.movements"
"18","V7638_001",NA,2018-11-03 09:52:44.966551,2019-04-27 10:02:14.498447,-62.6474084464531,-63.0396519462388,-62.1910715686347,3.52924951393333,2.04082002845457,4.84197312883178,11,175.006591804348,"Non-breeding period","","1780-53957",NA,"Setophaga","2018-06-12","","2019-07-08","","","","","After Hatching Year ",NA,NA,"Male","","",63.72697,-149.4133,63.72709,-149.41327,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",90.47625391,91.25,0.1,1000,20,3,1,FALSE,"No","Western",FALSE,TRUE,-149.41388,63.722625,"2018-10-29","2019-04-28",2019,2019-03-19,"Yes","2018-07-25","2018-08-25",NA,NA,"Nonbreeding",NA,NA,NA,0,"nonmover",14,"equinox free","winter.nbr.movements"
"19","V7638_005",NA,2018-11-10 22:21:05,2019-03-21 10:41:29.068965,-65.5427548657394,-66.1913526564506,-64.8162939613829,2.88583380012382,0.827239640437249,4.98805116839594,8,130.514167464872,"Non-breeding period","","1760-53518",NA,"Setophaga","2018-06-14","","2019-07-08","","","","","After Hatching Year ",NA,NA,"Male","","",63.72635,-149.41446,63.72527,-149.41557,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",90.699467413705,92,0.16,1000,20,3,1,FALSE,"No","Western",FALSE,FALSE,-149.41388,63.722625,"2018-10-20","2019-04-22",2019,2019-03-19,"Yes","2018-07-25","2018-08-20",NA,NA,"Nonbreeding",NA,NA,NA,1,"mover",15,"equinox affected","winter.nbr.movements"
"20","V7638_005",469727.882661834,2019-03-22 22:40:41,2019-04-20 22:29:14.428571,-65.2208492992463,-66.6819361050836,-63.7411866457737,7.09327333286914,0.16521419041876,10.1088688616336,9,28.9920535714234,"Non-breeding period","","1760-53518",NA,"Setophaga","2018-06-14","","2019-07-08","","","","","After Hatching Year ",NA,NA,"Male","","",63.72635,-149.41446,63.72527,-149.41557,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",90.699467413705,92,0.16,1000,20,3,1,FALSE,"No","Western",FALSE,FALSE,-149.41388,63.722625,"2018-10-20","2019-04-22",2019,2019-03-19,"Yes","2018-07-25","2018-08-20",NA,NA,"Nonbreeding",-65.5427548657394,2.88583380012382,"V7638_005",1,"mover",15,"equinox affected","winter.nbr.movements"
"21","V7638_009",NA,2018-10-27 09:55:46,2019-04-26 22:24:20.705882,-62.9607997697401,-63.0716600203381,-62.8317950237382,1.36192672108956,0.835080534843963,1.93845656400312,8,181.519846132894,"Non-breeding period","","1760-53502",NA,"Setophaga","2018-07-07","","2019-07-10","","","","","After Hatching Year ",NA,NA,"Male","","",63.72141,-149.42673,63.72145,-149.4257,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",90.76873855,92.75,0.13,1000,20,3,1,FALSE,"No","Western",FALSE,FALSE,-149.41388,63.722625,"2018-10-13","2019-04-28",2019,2019-03-19,"Yes","2018-07-25","2018-08-22",NA,NA,"Nonbreeding",NA,NA,NA,0,"nonmover",16,"equinox free","winter.nbr.movements"
"22","V7638_010",NA,2019-02-27 22:38:13.945628,2019-04-27 22:31:56.359165,-63.0976646662096,-64.3911323420985,-61.8488408901895,3.45761431093126,-2.96630516532874,9.35447839943203,7,58.9956297863082,"Non-breeding period","","2850-21906",NA,"Setophaga","2018-07-03","","2019-07-08","","","","","After Hatching Year ",NA,NA,"Male","","",63.717,-149.40282,63.72733,-149.41238,"","","","Denali, Alaska","Breeding","","","Biotrack","","MK-6040","","","Unpublished","No",120,NA,NA,"Both","Yes","No",91.5976866669376,93.5,0.1,1000,20,3,1,FALSE,"No","Western",FALSE,TRUE,-149.41388,63.722625,"2018-10-26","2019-04-29",2019,2019-03-19,"No","2018-07-25","2018-08-24",NA,NA,"Nonbreeding",NA,NA,NA,0,"nonmover",17,"equinox free","winter.nbr.movements"
